,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Misinformation or Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
316,journalArticle,2019.0,"Das, Aditi; Macbeth, Jamie; Elsaesser, Caitlin",Online school conflicts: expanding the scope of restorative practices with a virtual peace room.,Contemporary Justice Review,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=139617692&site=ehost-live,"Although social media platforms like Facebook, Instagram, Snapchat, and Twitter are popular platforms for connecting youth, they have increasingly become the locus of harmful social behaviours such as cyberbullying, which can result in disruptive conflicts within schools. Restorative justice seeks to bring together stakeholders to resolve conflicts and build relationships rather than respond to student misbehaviour through punitive approaches. However, restorative justice practitioners and school authorities are grappling with how to address school conflict that arises online. This conceptual paper proposes virtualizing restorative justice practices as a means of engaging more effectively with youth aggression online as well as provide an additional tool to restorative justice practitioners given the time and resource constraints they operate under. By incorporating elements of restorative justice values and principles in responding to online aggression, this proposed online solution aims to mediate and resolve conflict between users, and empower youth participation all with the advantages of connectivity and persistence of social media platforms. We propose a real-time, innovative solution to an issue that is rampantly growing, furthermore bridging the digital divide between adults and students and forming the building blocks for future pilot testing of such an online solution for school districts nationally. [ABSTRACT FROM AUTHOR]",Cyberbullying; Digital divide; Adult students; mediation and conflict resolution; Medical practice; restorative justice; Restorative justice; School districts; schools; virtual tool; youth intervention,SocIndex,15,,,,,,,
317,journalArticle,2019.0,"Baviera, Tomás; Peris, Àlvar; Cano-Orón, Lorena",Political candidates in infotainment programmes and their emotional effects on Twitter: an analysis of the 2015 Spanish general elections pre-campaign season.,Contemporary Social Science,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=134672972&site=ehost-live,"The infotainment format offers candidates an informal setting to show a more personal side of themselves to the electorate, opening themselves up to potential voters. An example of media hybridisation, social networks users can immediately comment on infotainment television programmes, a process known as second screening. These second screeners tend to be especially active in politics. This paper analyses the immediate emotional reaction of these users as they watch infotainment programmes that air during the campaign or pre-campaign seasons and feature political candidates as guests. We have confirmed that second screeners react more emotionally towards the candidate when his or her party is mentioned, and less emotionally when the host displays an aggressive attitude through his or her non-verbal communication. When issues related to the candidate's personal lives are discussed, users' emotional reactions improve slightly. The relevance of this research stems from the fact that we are witnessing the consolidation of a politics that increasingly strays from ideological questions, and instead focuses on more emotional and personal issues. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Elections; Spain; second screening; Political candidates; 2015 Spanish general election; Emotional public sphere; personalisation of politics; political infotainment; Twitter sentiment analysis,SocIndex,15,,,,,,,
318,journalArticle,2019.0,"Rivero, Gonzalo",Preaching to the choir: ideology and following behaviour in social media.,Contemporary Social Science,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=134672968&site=ehost-live,"Social media offers a new channel to connect political elites with potential supporters. However, the flow of information between the two groups is constrained by a deliberate decision to actively listen only to some politicians based on the messages that users potentially favour. Previous research has posited that, if ideological proximity is an explanatory factor of the decision to follow certain political elites in social media, it should be possible to recover the political preferences of users from following behaviour. Using a unique database with survey data about the demographic characteristics and political attitudes of 5580 Twitter users, I show that, although ideology indeed explains following behaviour on Twitter, interest in politics induces a pattern of selection that limits what we can know about the ideological distribution in the population. My results provide direct validation of a previously hypothesised behaviour in the literature and have implications for the use of a proximity model to infer the state of public opinion using Twitter data. [ABSTRACT FROM AUTHOR]",Social media; ideology; Political elites; polarisation; following behaviour; Preaching,SocIndex,22,,,,,,,
319,journalArticle,2014.0,"Meuleman, Bram; Boushel, Corra","Hashtags, ruling relations and the everyday: institutional ethnography insights on social movements.",Contemporary Social Science,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=94318318&site=ehost-live,"The role of social media (e.g. Facebook, YouTube, Twitter) in social movements has become the subject of academic and media discussion. This attention can be framed as debates over whether social media use encourages political participation, and whether the use of social media can be considered as a form of political activism. We suggest that analysis of social media in social movements can benefit from drawing on the work of Dorothy E. Smith. In this article we explain how paying attention to these media using an Institutional Ethnography perspective allows for insights on the activities of social movements and recognition of the use of social media without sliding into technological determinism. Following D. E. Smith, we argue that understanding contemporary social movements and their organisations in terms of the lived everyday/everynight experiences and interactions of historically situated people, texts and technologies provides a fruitful line of inquiry for further empirical research. We demonstrate the possibilities of such an approach by presenting examples from the Occupy Movement and the use of Twitter during political protests in Egypt (2011) and Iran (2009–2010). Taking this perspective allows us to identify and challenge the implicit boundaries drawn around what it means to be acting ‘politically’ in academic and media debates over social movements and social media. [ABSTRACT FROM AUTHOR]",Social media; social media; Social movements; social movements; Social structure; political activism; Empirical research; Ethnology; institutional ethnography; Iran Revolution; occupy; Ruling class,SocIndex,28,,,,,,,
320,journalArticle,2022.0,"Wright, Jared M.; Kelly-Thompson, Kaitlin; Weldon, S. Laurel; Goldwasser, Dan; Einwohner, Rachel L.; Sinclair-Chapman, Valeria; Tormos-Aponte, Fernando",Drive-By Solidarity: Conceptualizing the Temporal Relationship between #BlackLivesMatter and Anonymous's #OpKKK.,Contention,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=160175264&site=ehost-live,"This article offers a theoretical and empirical exploration of a form of solidarity in which one group spontaneously mobilizes in support of another, unrelated group. It is a fleeting solidarity based not on shared identity but on temporarily aligned goals, one aimed less at persistence and more at short-term impact. We call this drive-by solidarity because of its spontaneous, unilateral, and unsolicited nature. We argue that it is a ""thinner"" form of solidarity in comparison to ""thicker"" forms usually conceptualized in the social movement literature. We examine the case of Anonymous's ""Operation KKK"" (#OpKKK), an online hacktivist campaign to expose Ku Klux Klan members carried out in support of #BlackLivesMatter protesters in Ferguson, Missouri, in November 2014, and we use social media data to show that, while BLM and Anonymous networks temporarily coordinated during the protests, there is no subsequent evidence of long-term coordination. [ABSTRACT FROM AUTHOR]",Twitter; Public demonstrations; Social movements; Ferguson (Mo.); Black Lives Matter movement; social networks; Black Lives Matter; collective identity; Solidarity; Anonymous; hacktivism; solidarity; Ku Klux Klan; Ku Klux Klan (1915- ),SocIndex,0,,,,,,,
321,journalArticle,2021.0,"Dedman, Adam K.; Lai, Autumn",Digitally Dismantling Asian Authoritarianism: Activist Reflections from the #MilkTeaAlliance.,Contention,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=150690446&site=ehost-live,"In April 2020, a Twitter war erupted under the hashtag #MilkTeaAlliance. It united users from Thailand, Taiwan, and Hong Kong in a fight against Chinese techno-nationalists' attempts to shame public figures into supporting the Chinese Communist Party (CCP)'s framing of geopolitics. In the months that followed, Thai, Taiwanese, and Hong Kong activists continued to lend support to each other through their use of this and other hashtags. Why does the #MilkTeaAlliance hashtag resonate with so many? What political contexts preceded the consolidation of the #MilkTeaAlliance, and how may this alliance reshape geopolitical landscapes off-line? We approach these questions from our perspective as activists embedded in these movements. We argue that the formation of the #MilkTeaAlliance unites voices that are marginalized diplomatically, discursively, and affectively by the CCP, and—more crucially—generates valuable affective and physical forms of intra-Asian solidarity against authoritarianism in the region. [ABSTRACT FROM AUTHOR]",social movements; democracy; Activists; authoritarianism; Geopolitics; Authoritarianism; Hong Kong; Public shaming; Chinese Communist Party; Chinese people; Communist parties; digital resistance; Hong Kong (China); Taiwan; Thailand,SocIndex,18,,,,,,,
322,journalArticle,2014.0,"Schwarz, Elizabeth A. G.",#onstrike.,Contexts: Understanding People in Their Social Worlds,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=94627327&site=ehost-live,"The article focuses on low-wage workers' strikes in the U.S., known as the #829 strikes based on their hashtag on social media website Twitter, which were held in August 2013 for better wages, and presents the views of anthropologist Jeffrey Juris on how social media can make activism easier.",Social media; United States; Strikes & lockouts; Wages,SocIndex,-,,,,,,,
323,journalArticle,2021.0,"Ruiz-Mora, I; Ruiz-Munoz, MJ; Alvarez-Nobell, A",Digital communication patterns of the main citizens movements in Malaga (Spain) over 2018-2019,CONVERGENCIA-REVISTA DE CIENCIAS SOCIALES,10.29101/crcs.v28i0.14303,,"The objective of this work is to delve into the use of digital communication tools by citizens in Malaga to assert their claims. The methodology follows a content analysis of the social networks used by the platforms: Bosque Urbano Malaga, Defendamos Nuestro Horizonte and La Invisible. We analyze the content and activity developed on Facebook, Instagram, YouTube and Twitter (October 2018-March 2019). To conclude, it is necessary to redesign the strategy followed in this context, improving the use of multimedia resources. We point out that citizens have found a new space to promote the debate and to transmit an alternative discourse.",social media; citizenship; communication; activism; Malaga,WOS,0,,,,,,,
324,journalArticle,2022.0,"Jezierska, Katarzyna",Incredibly loud and extremely silent: Feminist foreign policy on Twitter.,Cooperation & Conflict,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=155376042&site=ehost-live,"In 2014, Sweden's Feminist Foreign Policy (FFP) was announced with a fanfare. This article critically interrogates how Sweden implements the FFP through digital diplomacy by investigating the extent of Sweden's gender equality activities on Twitter since the introduction of the FFP and by tracing gendered online abuse in digital diplomacy. I focus on Swedish embassy tweets towards two countries where feminism is highly contested – Poland and Hungary. The theoretical inspiration comes from discursive approaches to the spoken and unspoken, enriched by feminist observations about the non-binary character of voice/silence. The method applied is gender-driven quantitative and qualitative content analysis. The findings demonstrate that the FFP has not set any significant mark on digital diplomacy in the analyzed cases. The launching of the FFP went completely unnoticed and posts related to gender equality have actually decreased since 2014. There are no traces of ambassadors being subjected to gendered online abuse, but heavily xenophobic and paternalistic language is directed at Sweden as a representative of liberal policies. The article contributes to the literature on digital diplomacy by highlighting the (lack of) links between foreign policy and digital diplomacy and it addresses a gap by focusing on gender in digital diplomacy. [ABSTRACT FROM AUTHOR]",Twitter; Ambassadors; Central Europe; digital diplomacy; Diplomacy; feminist foreign policy; Feminists; gender; Hypertext literature; International relations; Paternalism; signalling; Sweden,SocIndex,20,,,,,,,
325,journalArticle,2021.0,"Kopper, Akos",The use of humour in diplomatic tweets: The affiliative potential of ridicule.,Cooperation & Conflict,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=154120196&site=ehost-live,"Today diplomacy increasingly relies on tweets. Yet, as tweets only allow for 280 characters, statements must be brief and impactful, which encourages the use of humour in conveying one's message. This article scrutinizes irony and ridicule in diplomatic interactions. Even though these forms of humour may antagonize parties and even turn issues into a security concern, this article points out that they also have an affiliative aspect and could play a conflict-mediating role. Because humour, especially irony, is easy to misunderstand (especially in cross-cultural settings), many warn against using them in diplomatic exchanges. Nevertheless, I will argue that they are ideal for expressing multi-layered messages, enabling the speaker to rely on what is often called 'constructive ambiguity', which is often useful in diplomatic conduct. Two case studies illustrate the argument. The first focuses on cartoons ridiculing President Wilson in the early 20th century for his reluctance to commit the US to join WWI (suggesting that cartoons of the time might be predecessors of today's tweets), and the second on tweets published by the British Embassy in London apropos of the Skripal case (offering an example how humorous tweets can convey multi-layered, complex messages). [ABSTRACT FROM AUTHOR]","tweets; diplomacy; humour; Presidents; Affiliative irony; cartoons; constructive ambiguity; London (England); Political cartoons; ridicule; Twentieth century; Wilson, Woodrow, 1856-1924; World War I",SocIndex,6,,,,,,,
326,journalArticle,2021.0,"Hagström, Linus",Disciplinary power: Text and body in the Swedish NATO debate.,Cooperation & Conflict,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=150210403&site=ehost-live,"This article draws on identity construction, emotions and a notion of productive power to address the question of why Swedish policymakers and public opinion are becoming increasingly supportive of NATO membership. It contributes theoretically by arguing that such textual phenomena intertwine with 'disciplinary power', which operates on the bodies of the subjects of power, exposing them to verbal and physical sanctions, a host of complex feelings and enhanced levels of self-disciplining. The article analyses 354 editorials and op-eds related to Sweden and NATO, published in the four biggest Swedish newspapers in 2014–2018; 1408 tweets, with a focus on 14 selected NATO campaigners and their advocacy; and semi-structured interviews with 12 such influencers. It concludes that Swedish NATO campaigners produce and negotiate emotional discourses in a way that targets other influencers and potential influencers by exposing them to ridicule and allegations of treason. While tendencies are similar on both sides of the debate, the article demonstrates that productive power currently intertwines with disciplinary power in a way that makes anti-NATO advocacy seem more fraught with personal risk than pro-NATO campaigning, and joining NATO appear to be the most normal, realistic and responsible policy option. [ABSTRACT FROM AUTHOR]",Microblogs; Public opinion; Emotions; emotion; Identity (Psychology); Semi-structured interviews; Body; disciplinary power; NATO; North Atlantic Treaty Organization; productive power; Swedish security; Treason,SocIndex,6,,,,,,,
327,journalArticle,2022.0,"Kwok, L; Lee, J; Han, SH",Crisis Communication on Social Media: What Types of COVID-19 Messages Get the Attention?,CORNELL HOSPITALITY QUARTERLY,10.1177/19389655211028143,,"This study assessed internet users' attention to hospitality companies' COVID-19 messages on social media. We used 657 Facebook and 754 Twitter messages initiated by eight of the world's largest hotel chains between January and mid-June 2020 for the exploratory analysis. Under the situational crisis communication theory, the analysis reveals that hotels shared five types of COVID-19 (Prevention, Reminding, Ingratiation, Victimage, and Updates) versus Non-COVID-19 messages. Descriptive analysis and a series of t test, analysis of variance, and post hoc analyses reveal that hotels did not share any COVID-19 information until March 2020. Moreover, COVID-19 messages only accounted for about 20% of all messages, among which hotels shared Ingratiation and Updates messages most often. COVID-19 messages received more reactions, comments, and shares/retweets than Non-COVID-19 messages on both Facebook and Twitter, indicating the attention paid to the COVID-19 messages posted on a business' social media page, which can help businesses spread the information in their networks. Specifically, Prevention, Reminding (although underused), Ingratiation, Updates, and messages with photos and videos received more attention. Such findings extend the crisis communication literature and help businesses develop effective communication strategies to engage their stakeholders on social media during the pandemic.",IMPACT; COVID-19; crisis communication; FACEBOOK; social media; MANAGEMENT; stakeholders; INFORMATION; METAANALYSIS; CONSUMERS; crisis management; RESPONSIBILITY; situational crisis communication theory,WOS,34,,,,,,,
328,journalArticle,2022.0,"Vicentino, L; Doroteo, JZT; Garcia, LAV; De Jesus, NMS","""Sana All"": Netizens' Perception of Government Responses to COVID-19",COSMOPOLITAN CIVIL SOCIETIES-AN INTERDISCIPLINARY JOURNAL,10.5130/ccs.v14.i1.7961,,"Netizens posted views that contradicted the results released by research agencies about the Philippine government's responses to COVID-19. In this study, Twitter, which is a key communication channels, was the main source of data to explore the public's perception of the Philippine government's performance to the pandemic response. To limit tweets to be studied, sana all, a language phenomenon mostly used at the time of community lockdowns, was observed and utilized as a code identify relevant tweets. Between March and August 2020, 257 tweets were collected and researchers used presuppositions to extract socio-political context and truths implied in tweets. Then, the data underwent a 6-level thematic analysis and eleven categories were formed. The prevalent language intention emerging from the tweets is empathy. This paper will discuss how empathy associates the sound dissatisfaction of the netizens with the responses made by the current administration to combat the COVID-19 multi-effects.",Twitter; COVID-19; POLICY; MODEL; EMPATHY; Philippines; GOVERNANCE; Participative Governance,WOS,0,,,,,,,
