,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Misinformation or Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
251,journalArticle,,"Hopke, Jill E.; Gabay, Itay; Kim, Sojung C.; Rojas, Hernando",Mobile phones and political participation in Colombia: Mobile Twitter versus mobile Facebook,Communication and the Public,10.1177/2057047316642607,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2057047316642607,"In this article, we test the relationships between Twitter and Facebook use on mobile phones and political conversation with offline and online political participation, as well as online expressive communication. Our findings show that using Twitter on mobile phones is associated with a higher likelihood for both online and offline political participation, as well as online expressive communication. Using Facebook is associated with a higher likelihood for online expressive communication only. The key contribution of this article is to show empirical differences between the relationships of social media and social networking on mobile devices with political participation and online expressive communication. Public social media apps, such as Twitter, bring mobile communication back into the public realm of a (albeit diffused) broadcast-like channel. Mobile Twitter adds to the affordances of mobility, networked connectivity, and the publicness of social media.",,SAGE,15,,,,,,,
252,journalArticle,,"Ferrari, Elisabetta",Social media for the 99%? Rethinking social movements’ identity and strategy in the corporate web 2.0,Communication and the Public,10.1177/2057047316642608,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2057047316642608,"In this article, I investigate the relationship between social movements and corporate social networking sites, by looking at content produced by Occupy Chicago on Twitter and Facebook during the protests of May 2012. Through an analysis of social media posts and activists’ documents, I identify the functions that these platforms perform for the movement. My findings show a very limited importance of content that expresses the identity of the movement, spreads alternative news, and criticizes mainstream media, while the preponderance of protest reporting suggests that activists use social networking sites mainly to communicate “what they do,” rather than “who they are.” I argue that the lack of identity-content is the result of the incompatibility between the decentralized political processes of Occupy and the individual-centric nature of social networking sites. I also suggest we need to rethink the relationship between social movements’ identities and media strategies in light of a changed media environment.",,SAGE,13,,,,,,,
253,journalArticle,,"Tanihara, Tsukasa",The bias of Twitter as an agenda-setter on COVID-19: An empirical research using log data and survey data in Japan,Communication and the Public,10.1177/20570473221075846,https://doi-org.ezproxy.lib.utexas.edu/10.1177/20570473221075846,"This study investigates the bias of Twitter as an agenda-setter during COVID-19. Specifically, we analyze the agenda-setting function of Twitter (Study 1) and characteristics of information disseminators on Twitter, agenda-builders (Study 2), related to the COVID-19 pandemic. In Study 1, we examined rank correlations between the media agendas on COVID-19 and public agendas. The results indicated that Twitter agendas resonate with those who have liberal tendencies. In Study 2, we used data from the Internet survey to identify the political attitudes of agenda-builders who tweet or retweet on COVID-19. The results of the model analyses indicated that people with liberal tendencies, motivated by their political attitude, created original tweets, and some of those tweets were then retweeted by flaming-oriented people driven by a sense of justice. This seems to be how information about COVID-19 spreads on Twitter in Japan.",,SAGE,1,,,,,,,
254,journalArticle,,"Liang, Fan",The New Silk Road on Facebook: How China’s official media cover and frame a national initiative for global audiences,Communication and the Public,10.1177/2057047319894654,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2057047319894654,"The New Silk Road has been considered as China’s core foreign policy since 2013. This initiative is paralleled by the expansion of China’s official media on Western networking platforms like Facebook and Twitter. These projects indicate China’s ambitious plans for promoting its hard power and soft power. This study examines the news production and framing of the New Silk Road by China’s official media on Facebook, as well as predictors for explaining audience engagement with these news outlets. By examining 43,239 posts relating to the national initiative, this study finds that China’s media build distinct news topics and sentiments for the New Silk Road and countries involved in the policy to achieve the official goal of “spreading China’s voices.” Moreover, news topics and sentiment play significant roles in encouraging Facebook users to like, share, and comment on news stories about the New Silk Road.",,SAGE,12,,,,,,,
255,journalArticle,,"Lampinen, Airi",Why we need to examine multiple social network sites,Communication and the Public,10.1177/2057047316681171,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2057047316681171,"The hyper-concentration of research on mainstream social media sites like Facebook and Twitter comes at the cost of lesser emphasis on, if not the exclusion of, other platforms and practices. How might our conceptualizations of social media and social interaction change if we were to explore a wider range of systems to enrich our theorizing? This piece considers three examples of how looking beyond the usual suspects may broaden our understanding of how social media sites play into privacy management, identity work, and interpersonal relationships. I argue that our theorizing of social media and the practices that surround them gains strength from exploring varied sites of study.",,SAGE,16,,,,,,,
256,journalArticle,2022.0,"Castillo de Mesa, Joaquín; López Peláez, Antonio; Méndez-Domínguez, Paula; Kirwan, Gloria","Digital Communication Engaged in by Spanish Associations of Social Workers in Social Networking Sites: Coalition, Hierarchisation, or Isolation?","Comunicación digital de los Colegios de Trabajo Social en España en las redes sociales online: ¿coalición, jerarquización o aislamiento?",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=156160048&site=ehost-live,"In a context of accelerated digital transformation, social networking sites have changed the strategies used in organisational communication. In this article, netnography and social network analysis are used to analyse the connectedness, interaction, and leadership processes engaged in by Spanish associations of social workers in online social networks, specifically Facebook and Twitter. Algorithms were used to detect communities that form communication structures that determine the dynamics of cooperation and cohesion. The results show a strongly hierarchical communication structure, where communities tend to closure. Based on the results obtained, a series of strategies are presented to improve the cooperation between the Spanish associations of social workers in social networking sites. (English) [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Facebook (Web resource); Social workers; Communities; Comunidades; Conectividad; Connectedness; Cooperación; Cooperation; Digital Identity; Digital transformation; Identidad digital; Interacción; Interaction; Internet & society; Social network theory,SocIndex,1,,,,,,,
257,journalArticle,2009.0,"Poland, Amy; Diaz, Cindy",Blog All About It: Social Media in the Criminal Courtroom.,Conference Papers -- American Society of Criminology,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=54433124&site=ehost-live,"Social media such as blogs, Facebook and twitter have entered the realm of criminal courts across the country.  Reporters are blogging about trials live from the courtroom with readers posting comments during the trial.  Jurors are posting updates to twitter about jury duty.  They bring with them questions of juror influence, bias and misconduct as well as concerns from a technology challenged courtroom workgroup.  This poster will explore the legal issues surrounding social media in the courtroom.  It will further examine live court blogging compared to traditional news reporting and official court documents. ..PAT.-Unpublished Manuscript [ABSTRACT FROM AUTHOR]",,SocIndex,50,,,,,,,
258,journalArticle,2019.0,"Waitkuweit, Kevin Hans",Tweets from the Flock: A Proposal for a Holistic Analysis of Social Movements via Twitter.,Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=141309847&site=ehost-live,"Newspaper data in social movements research is often plagued with concerns of a selection bias in what the newspapers report. Despite these critiques, the use of alternative sources for news data has been limited to mixed-methods of interviewing or surveying participants. However, the use of alternative media sources that place newspapers on the same level as other possible reporters of social movement activity is available. Social media, such as Twitter, contains accounts from traditional news sources such as newspapers and television stations, in addition to accounts from social movement entities themselves. Thus, through placing the various aforementioned groups' Twitter accounts under analysis to examine the tweets that each group posts in relation to social movement activities, the biases of each respective organization are checked. As such, this study conducted an analysis on a local Black Lives Matter (BLM) chapter in Norfolk, Virginia and analyzed 30 twitter accounts from various originations in Norfolk from the years of 2013 to 2018 to monitor the references of BLM's related activity in the city. My findings demonstrate that there is a difference in how BLM events are covered by organizations. Moreover, through the use of multiple accounts from a variety of different participants, the biases in reporting information on the social movement that each organization might have are counteracted by the other accounts that are analyzed. Future applications for this work include using it with other methods for analyzing movements such as interviews and surveys or to provide an alternative to newspaper analysis. [ABSTRACT FROM AUTHOR]",Attribution of news; Social movements; Social science research; Reporters & reporting; Norfolk (Va.); Television stations; United States. Bureau of Land Management,SocIndex,326,,,,,,,
259,journalArticle,2016.0,"Ray, Rashawn; Brown, Melissa; Summers, Ed.; Fraistat, Neil","Ferguson and the Death of Michael Brown on Twitter: #BlackLivesMatter, #TCOT, and The Evolution of Collective Identities.",Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=121202597&site=ehost-live,"Researchers are frequently unable to capture the organic, manufactured process that leads to the sustainability of these narratives. Social media data allow social psychologists to capture the process of manufacturing and sustaining collective identities and collective action in social movements as they capture a growing segment of the U.S. population. Recent events related to police brutality and the evolution of #BlackLivesMatter provides an empirical case by which to explore the vitality of social media data. Following the death of Trayvon Martin in 2012, #BlackLivesMatter exploded into the social media sphere. As evidence by protests and unrest in Ferguson, MO and Baltimore, MD, the hashtag social movement to curtail racial profiling and police brutality is still progressing three years later. Social scientists, public health scholars, and activists have documented the severity of police brutality, particularly for Blacks and Latinos. Missing, however, is a social psychological analysis that simultaneously combines the utility of sociological and humanist methodologies grounded in content analysis and quantitative analysis. This article takes up this challenge by analyzing data from a Twitter archive of tweets related to Ferguson. Drawing upon literatures on collective identities, collective action, and which links to social movements and collectivist action, we analyze 31.65 million tweets about Ferguson across four meaningful time periods: the death of Michael Brown, the non-indictment of police officer Darren Wilson, the Department of Justice report on Ferguson, and the one year aftermath of Brown's death. Our analysis of the most popular Twitter hashtags, tweeted images, and narratives show that social media activism is linked to boots on the ground, conflates with mainstream news coverage, and primarily comes from identified leading activists of the #BlackLivesMatter movement. We also show that a concerted counter narrative hashtagged #TCOT (Top Conservatives on Twitter) has operated as the primary anti-thesis to #BlackLivesMatter tweets. In doing so, we demonstrate the vitality of social media and establish a methodological agenda for scholars aiming to conduct rigorous, cutting edge, contextual, and timely research with social media data to focus on a host of outcomes including identity formation, race relations, protests, and politics. [ABSTRACT FROM AUTHOR]",Twitter; social media; Group identity; Social movements; social movements; race; #BlackLivesMatter; social identity; Social science research; collective action; collective identity; Social evolution; Social psychologists,SocIndex,189,,,,,,,
260,journalArticle,2019.0,Lee Essig,How can one convey their gender? Let's count the ways: Gender Identifiers in Twitter Bios.,Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=141310931&site=ehost-live,"The digital age has changed the way that we interact with others and the ways in which we communicate. Gender, a social construct, is dependent on its performativity, and this continues to evolve as our media does. This study begins to examine the ways in which gender may be conveyed using social media, by observing the role of gender and use of gender identifiers in over 6 million Twitter bios, using digital trace data. Using this large database of both cross-sectional and longitudinally collected Twitter biographies, we investigate gender differences in the use of gender identifiers, in both individual (male/female, man/woman, boy/girl, etc.) and relational (husband/wife, father/mother, dad/mom, etc.) contexts. The results of these analyses revealed significant differences between men and women in both the types and frequencies of the gender identifiers used, with men being significantly more likely to use almost all types of gendered identifiers. These results may highlight important differences in how men and women related to gendered identities and roles. It may also highlight the ways in which masculinity or maleness is asserted in social media. The significance and implications of these results are discussed below. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); twitter; Gender identity; gender; Gender; media; Masculinity; gender identifiers; gender identity,SocIndex,12,,,,,,,
