,Unnamed: 0.1,Unnamed: 0,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other,Original Citation
150,80,467,journalArticle,2022.0,"Nguyen, HL; Tsolak, D; Karmann, A; Knauff, S; Kuehne, S",Efficient and Reliable Geocoding of German Twitter Data to Enable Spatial Data Linkage to Official Statistics and Other Data Sources,FRONTIERS IN SOCIOLOGY,10.3389/fsoc.2022.910111,,"More and more, social scientists are using (big) digital behavioral data for their research. In this context, the social network and microblogging platform Twitter is one of the most widely used data sources. In particular, geospatial analyses of Twitter data are proving to be fruitful for examining regional differences in user behavior and attitudes. However, ready-to-use spatial information in the form of GPS coordinates is only available for a tiny fraction of Twitter data, limiting research potential and making it difficult to link with data from other sources (e.g., official statistics and survey data) for regional analyses. We address this problem by using the free text locations provided by Twitter users in their profiles to determine the corresponding real-world locations. Since users can enter any text as a profile location, automated identification of geographic locations based on this information is highly complicated. With our method, we are able to assign over a quarter of the more than 866 million German tweets collected to real locations in Germany. This represents a vast improvement over the 0.18% of tweets in our corpus to which Twitter assigns geographic coordinates. Based on the geocoding results, we are not only able to determine a corresponding place for users with valid profile locations, but also the administrative level to which the place belongs. Enriching Twitter data with this information ensures that they can be directly linked to external data sources at different levels of aggregation. We show possible use cases for the fine-grained spatial data generated by our method and how it can be used to answer previously inaccessible research questions in the social sciences. We also provide a companion R package, nutscoder, to facilitate reuse of the geocoding method in this paper.",SOCIAL MEDIA; Twitter; WORLD; geocoding; GEOLOCATION; LOCATION; official statistics; regional analysis; spatial linkage,WOS,-,,,,,,,,0
151,81,1755,journalArticle,2012.0,"Severo, Marta; Zuolo, Eleonora",Egyptian e-diaspora: Migrant websites without a network?,Social Science Information,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=83576609&site=ehost-live,"The definition of Egyptian migration as a diaspora has been much debated and often denied. This article investigates the phenomenon of the Egyptian diaspora through an innovative approach based on an analysis of the digital activity and the presence of Egyptian connected migrants. Following the methodology of the e-Diaspora project, we found a weakly connected network of websites, with many isolated nodes, little clusterization and no authorities or hubs. The fact that the traditional approach of the e-diaspora yielded few results prompted us to follow a new research strategy combining data from Web 1.0 and Web 2.0. Because of a particularly fortuitous coincidence with the Egyptian revolt, we could investigate the mobilization of Egyptian migrants in pursuit of their voting rights on the micro-blogging platform Twitter. Through Twitter data, we identified links that were not visible through traditional Web-mapping techniques, and we could observe the emergence of a transnational Egyptian community debating and fighting for a common cause. [ABSTRACT FROM AUTHOR]",Immigrants; Twitter; Online social networks; Diaspora; Internet; Egypt; Websites; diaspora; Arab revolutions; Egypte; Egyptians; révolutions arabes; Web,SocIndex,-,,,,,,,,0
152,82,1286,journalArticle,,"Giglietto, Fabio; Rossi, Luca",Ethics and Interdisciplinarity in Computational Social Science,Methodological Innovations Online,10.4256/mio.2012.003,https://doi-org.ezproxy.lib.utexas.edu/10.4256/mio.2012.003,"During the last few years a growing amount of content produced by Internet users has become publicly available online. These data come from a variety of places, including popular social web services like Facebook and Twitter, consumer services like Amazon or weblogs. The research opportunities opened up by this socio-technological innovation are, as shown by the growing literature on the topic, huge. At the same time new challenges for social scientists arise. In this paper we will focus on two of the main challenges posed to the growth of the so-called computational social science: interdisciplinarity and ethics. While the searchability and persistence of this information make it ideal for sociological research, a quantitative approach is still challenging because of the size and complexity of the data. Collecting, storing and analyzing these data often require technical skills beyond the traditional curricula of social scientists. These projects require, in fact, collaboration with computer scientists. Nevertheless developing a common interdisciplinary project is often challenging because of the different backgrounds of the researchers. At the same time the availability of this content poses a challenge concerning privacy and research ethics. Due to the amount of data and the fact that the real identity of the author is often hidden behind a nickname, it is often impossible to ask the subject involved to consent to the use of their data. On the other hand, especially in the first wave of web 2.0, this information has been – intentionally or not – publicly shared by the users. While a technique of dis-embedding the identity of the user from the content analyzed is often the solution used to bypass this issue, an even more important privacy-related challenge for computational social science is emerging. Due to the wide adoption of social network sites such Facebook or Google+, where a user may decide to share his content with his/her group of friends only, the amount of public data will change and decrease in the future. We will discuss this issue by enumerating a number of possible future scenarios.",,SAGE,-,,,,,,,,0
153,83,1287,journalArticle,2012.0,"Giglietto, Fabio; Rossi, Luca",Ethics and interdisciplinarity in computational social science.,Methodological Innovations Online,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=90475812&site=ehost-live,"This article discusses the growing use of social network sites such as Facebook and Twitter and consumer services like Amazon or weblogs by Internet users to share news, media content and information. The author reveals that such sites and services have produced over the years a growing amount of content which has become publicly available online. The research opportunities opened up by this socio-technological innovation as well as challenges it posed for social scientists are also discussed.",Social media; Online social networks; Technological innovations; Internet users; privacy; Research ethics; computational social sciences; Customer services; research ethics,SocIndex,-,,,,,,,,0
154,86,176,journalArticle,2016.0,"Myers, Greg",Everyday oracles: authors on Twitter.,Celebrity Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=119092437&site=ehost-live,"Most authors participate, reluctantly or enthusiastically, in a cycle of promotion, including book tours, literary festivals, interviews, and now social media. Some authors make regular use of Twitter to post updates about professional activities, comments on events in their everyday lives, news of readings, statements of opinions, photos, links, or retweets. This study examines tweets by 10 authors, using corpus linguistic tools to find stylistic patterns characteristic of the corpus as a whole or of individual authors. The article then looks at tweets by others that mention the authors or use quotations from the authors in new contexts, creating an online presence for authors whether they tweet themselves or not. Authors are subject to the same tension between ordinariness and specialness that others have noted with stars in music, television, film, or fashion. Literature, because of its assumed cultural position, and its production in private, has sometimes been seen as being apart from and opposed to the cultural system of celebrity and promotion. But this cultural position also means the ordinariness of authors is treated as surprising and interesting, while the specialness makes them available to all as oracles. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Twitter; Authors; authorship; Authorship; celebrity; Corpora; everyday life; Oracles; quotation; singularity,SocIndex,-,,,,,,,,0
155,87,165,journalArticle,2022.0,"Péloquin, Olivier; Fortin, Francis; Paquette, Sarah",Examining Negative Online Social Reaction to Police Use of Force: The George Floyd and Jacob Blake Events.,Canadian Journal of Criminology & Criminal Justice,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=155629115&site=ehost-live,"Dealing with use of excessive force by the police has historically been a struggle in the United States. The 1992 protests in Los Angeles following the death of Rodney King are one example of public response to an instance of excessive use of force. More recently, the death of George Floyd led to widespread protests against excessive use of force and the current model of policing in general. The increasing popularity and availability of social media over the past decade have made it a powerful tool for mobilizing citizens and provided a place for protest. This study looks at the negative reactions of social media users to police use of force in the United States based on analysis of two significant instances: the death of George Floyd in Minneapolis and the shooting of Jacob Blake in Kenosha. Using quantitative, forensic linguistics, and advanced topic modelling methodologies, three prominent aspects of policing identified in the literature – excessive use of force, racial bias, and legitimacy – were analysed from 14 days of tweets following each event. Analyses deal with trends in frequency, case similarities, and topic modelling. The results show important differences in negative online reaction to the two events, particularly regarding excessive use of force: those following the Floyd death focused on the technicalities of the intervention, while those responding to the Blake death focused on its aftermath. Analysis of tweets related to racial bias and police legitimacy revealed similar patterns, with users repeating criticisms such as differential treatment according to race and the need for changes in the policing model. The results also suggest that perceptions of excessive use of force and racial bias are deeply intertwined. Implications and issues are discussed. (English) [ABSTRACT FROM AUTHOR]","Twitter; social media; Public demonstrations; Racism; Police brutality; Floyd, George, ca. 1973-2020; George Floyd protests, 2020; médias sociaux; modélisation thématique; online media reaction; Police attitudes; Police legitimacy; réaction des médias en ligne; topic modelling; usage de la force; use of force",SocIndex,-,,,,,,,,0
156,88,1305,journalArticle,2018.0,"Takaguchi, T; Maehara, T; Kawarabayashi, K; Toyoda, M",Existence of outsiders as a characteristic of online communication networks,NETWORK SCIENCE,10.1017/nws.2018.17,,"Online social networking services involve communication activities between large number of individuals over the public Internet and their crawled records are often regarded as proxies of real (i.e., offline) interaction structure. However, structure observed in these records might differ from real counterparts because individuals may behave differently online and non-human accounts may even participate. To understand the difference between online and real social networks, we investigate an empirical communication network between users on Twitter, which is perhaps one of the largest social networking services. We define a network of user pairs that send reciprocal messages. Based on the correlation between degree of adjacent nodes observed in this network, we hypothesize that this network differs from conventional understandings in the sense that there is a small number of distinctive users that we call outsiders. Outsiders do not belong to any user groups but they are connected with different groups, while not being well connected with each other. We identify outsiders by maximizing the degree assortativity coefficient of the network via node removal, thereby confirming that local structural properties of outsiders identified are consistent with our hypothesis. Our findings suggest that the existence of outsiders should be considered when using Twitter communication networks for social network analysis.",data analysis; online social networks; assortative mixing,WOS,-,,,,,,,,0
157,94,490,journalArticle,2019.0,"Plaza, D; Plaza, L",Facebook and WhatsApp as Elements in Transnational Care Chains for the Trinidadian Diaspora,GENEALOGY,10.3390/genealogy3020015,,"Despite being separated by great geographical distances, the Trinidadian Diaspora community has managed to stay in regular communication with those back ""home"" using the latest available technologies. Trinidadian migrants living abroad have established multi-directional care chains with family, kin, and friends that have endured for decades. This social connection has evolved from letter writing, telegrams, telephones, emails, and most recently, internet-based social media which includes: Facebook, WhatsApp, Skype, Facetime, Snapchat, Twitter, and Google Hangout. This paper examines how social media, focusing on Facebook and WhatsApp, are tools being used by the Trinidadian Diaspora to provide transnational care-giving to family and friends kin left behind in the ""home"" country and beyond. The analysis is based on the results of two online Qualtrics surveys, one implemented in 2012 (n = 150) and another in 2015 (n = 100) of Trinidadian Diaspora participants and in-depth interviews with (n = 10) Canadian-Trinidadians. This paper explores how social media have become a virtual transnational bridge that connects the Trinidadian Diaspora across long distances and provides family members with a feeling of psychological well-being.",social media; GENDER; Facebook; DYNAMICS; COMMUNICATION; MIGRANTS; diaspora; family; CHILDREN; care chains; CARIBBEAN MIGRATION; CELL PHONES; FAMILIES; immigrants; KINSHIP; REMITTANCES; transnational; Trinidad; WhatsApp,WOS,-,,,,,,,,0
158,96,1948,journalArticle,,"Scarborough, William J.",Feminist Twitter and Gender Attitudes: Opportunities and Limitations to Using Twitter in the Study of Public Opinion,Socius,10.1177/2378023118780760,https://doi-org.ezproxy.lib.utexas.edu/10.1177/2378023118780760,"In this study, the author tests whether one form of big data, tweets about feminism, provides a useful measure of public opinion about gender. Through qualitative and naive Bayes sentiment analysis of more than 100,000 tweets, the author calculates region-, state-, and county-level Twitter sentiment toward feminism and tests how strongly these measures correlate with aggregated gender attitudes from the General Social Survey. Then, the author examines whether Twitter sentiment represents the gender attitudes of diverse populations by predicting the effect of Twitter sentiment on individuals’ gender attitudes across race, gender, and education level. The results indicate that Twitter sentiment toward feminism is highly correlated with gender attitudes, suggesting that Twitter is a useful measure of public opinion about gender. However, Twitter sentiment is not fully representative. The gender attitudes of nonwhites and the less educated are unrelated to Twitter sentiment, indicating limits in the extent to which inferences can be drawn from Twitter data.",,SAGE,-,,,,,,,,0
159,98,1163,journalArticle,2013.0,"Blackwood, Robert","French, language policy and new media.","Le français, la politique linguistique et les nouveaux média.",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=92707633&site=ehost-live,"The article examines the national standards of French language across the breadth of online media including online social networks and electronic message boards. Differences in usage patterns and goals for language between top-down and bottom-up linguistic construction are described, legislation pertaining to the commercial use of French is discussed, and the language used in the French version of the online encyclopedia Wikipedia and the online communication platform Twitter are examined using French musican David Guetta as an example. (English)","Twitter (Web resource); Online social networks; France; Text messages; Internet forums; History; Wikipedia; Language & the Internet; Guetta, David, 1967-; Language policy; Standards",SocIndex,-,,,,,,,,0
