,Unnamed: 0.1,Unnamed: 0,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other,Original Citation
240,257,1282,journalArticle,2018.0,"Moloney, Mairead Eastin; Love, Tony P.",#TheFappening.,Men & Masculinities,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=133057198&site=ehost-live,"Using an interactionist framework, we analyze publicly available data from Twitter to track real-time reactions to the widely publicized celebrity nude photo hacking of 2014 (“The Fappening”). We ask: “Related to The Fappening, what manhood acts are employed in virtual social space?” Using search terms for “fappening” or “#thefappening,” we collected 100 tweets per hour from August 31 to October 1, 2014 (Average: 1,700/day). Coding and qualitative analyses of a subsample of tweets (N = 9,750) reveal four virtual manhood acts commonly employed to claim elevated status in the heterosexist hierarchy and reproduce gendered inequality. These acts include (1) creation of homosocial, heterosexist space; (2) sexualization of women; (3) signaling possession of a heterosexual, male body; and (4) humor as a tool of oppression. This article introduces the concept of “virtual manhood acts” and contributes to growing understandings of the reproduction of manhood and the oppression of women in online social spaces. [ABSTRACT FROM AUTHOR]",identity; Online social networks; technology; Masculinity; hegemonic masculinity; gender equality; manhood acts; patriarchy; Socialism & homosexuality,SocIndex,-,,,,,,,,0
241,262,412,journalArticle,2012.0,"Smark, Ciorstan",Tribes in Personal Finance? The Dave Ramsey Phenomenon.,e-Journal of Social & Behavioural Research in Business,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=84604871&site=ehost-live,"Purpose: This paper explores the Dave Ramsey financial planning phenomenon (comprising his syndicated Radio Programs; Books on the New York Times Bestseller List; Twitter and Facebook presence; Program of Live events and seminars) and considers whether this financial planning phenomenon meets the criteria set out by Godin (2008, 13) for a ""tribe"" and by Foucault (1977) for a ""disciplinary Institution"". Design/methodology/approach: This paper employs a form of the Socratic or dialogue approach to explore and comment on various aspects of the tribe mentality that are evident in Dave Ramsey phenomenon. The discourse seeks to deconstruct the alignment of the phenomenon to discover the deeper ideological functions that emanate from the Tribe psychology. Post Script: The paper provides insights into some of the ramifications of personal financial planning arousing sufficient passion, interest and partisanship for members to define themselves to some extent as a member of the ""Ramsey Tribe"" are explored. [ABSTRACT FROM AUTHOR]","Twitter (Web resource); Facebook (Web resource); Best sellers; Dave Ramsey; Financial planning; Foucault; Noel Whittaker; Paul Clitheroe; Personal finance; Ramsey, Dave; Scott Pape; Seth Godin; Suze Orman; Tribes",SocIndex,-,,,,,,,,0
242,264,193,journalArticle,2014.0,"Bennett, James; Thomas, Sarah",Tweet celebrity.,Celebrity Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=99801074&site=ehost-live,"The article discusses significance of studies of celebrity and Twitter to analyze relationship between audience and celebrity. Topics discussed include case studies of Twitter stream of individual celebrity, empirical analysis of quantitative reception data and traditional media coverage of the platform, and discussions or dialogue between celebrities to analyze the role of Twitter in contemporary celebrity culture.",Twitter (Web resource); Mass media; Celebrities; Quantitative research; Mass media & celebrities,SocIndex,-,,,,,,,,0
243,266,786,journalArticle,2022.0,"Han, Jing",Twitter: A Biography.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=159177093&site=ehost-live,"As Twitter grows, in the stage of contestation, the tensions between Twitter as both a platform and a business intensify. In the current media ecology, Twitter is sometimes perceived as a platform full of misinformation and disinformation. The platform biography approach enriches scholarship on how both cultures of use on Twitter and ""social media logics"" change. [Extracted from the article]",Social media; Twitter Inc.; Microblogs; Biography (Literary form); Participatory culture; Scholarly method,SocIndex,-,,,,,,,,0
244,267,1237,journalArticle,2011.0,"Murthy, Dhiraj",Twitter: Microphone for the masses?,"Media, Culture & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=62030748&site=ehost-live,"The author discusses the link between the social media website Twitter and journalism and the role of Twitter in citizen journalism. Arguments and counter-arguments reveal contradictory views on the true value of the social media site to its users. The author says that despite its large user base and accessible interface, majority of Americans and Europeans have yet to become proficient in the medium. According to the author, professional news media should become more open to using tweets for gathering breaking news.",Social media; Online social networks; Journalism; Press; Citizen journalism,SocIndex,-,,,,,,,,0
245,268,1904,journalArticle,2015.0,"Vergeer, Maurice",Twitter and Political Campaigning.,Sociology Compass,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=109346998&site=ehost-live,"The use of Twitter by politicians, parties, and the general audience in politics, particularly during election campaigns, has become an extremely popular research field almost overnight. Even though Twitter, a medium that emerged early in 2006 - the first tweet was posted on 21 March 2006 by Jack Dorsey, co-founder of Twitter - and elections occurring only every few years, it has already received much academic attention. The studies produced are very diverse, ranging from analyzing how politicians or citizens use Twitter, to looking at their activities and the content of political Twitter messages, to network studies of Twitter users. This review will cover many types of studies that characterize the field. The large diversity in the studies conducted on elections will be represented in this review of approaches. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Political campaigns; Political parties; Politicians; Online social networks,SocIndex,-,,,,,,,,0
246,269,1903,journalArticle,2018.0,"Fownes, Jennifer R.; Yu, Chao; Margolin, Drew B.",Twitter and climate change.,Sociology Compass,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=129953552&site=ehost-live,"Abstract: Twitter provides a useful tool for studying public conversations about climate change, an issue that crosses international boundaries and stirs political and scientific debate. This review presents what is currently known about the way climate change is discussed on Twitter, acknowledging advantages and limitations and suggesting future areas for study. As an accessible platform, Twitter allows public expression of opinions on climate change and provides data on how these fluctuate over different times and places. Moving forward, studies assessing climate views can be improved by better linking them to demographic and other data indicating the population that Twitter users represent. The open‐ended content of tweets provides additional information, such as which topics are associated with climate change and which terms are used to discuss it. Future studies can build on these results to capture a wider range of climate‐related discussion. Finally, researchers are using Twitter to understand who initiates and participates in climate change dialog and how, by categorizing users as different actors—such as politicians, celebrities, NGOs, or the general public. Future research could consider how effective these efforts are, and how Twitter activity translates to offline outcomes. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Politicians; Political debates; Climate change; Conversation analysis,SocIndex,-,,,,,,,,0
247,270,1559,journalArticle,2015.0,"CALIANDRO, ALESSANDRO; BARINA, STEFANIA",Twitter as a device for the materialization of political public and political discourse: the case of Primarie of Centro Sinistra 2012.,Rassegna Italiana di Sociologia,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=111069313&site=ehost-live,"So far the democratic function of social media has been framed through two opposite paradigms: a cyber-utopian one and a cyber-dystopian one. The former conceives of the Internet as a new Haberamsian public sphere, that is an open space in which people can freely discuss and deliberate about political issues. The latter deems the Internet as a fragmented and individualized space, which, by definition, destroys any possibility of collective deliberation and discussion. However few scholars have systematically examined the empirical relation between politics and social media. Through a quantitative-qualitative analysis, grounded on the digital methods paradigms and based on a dataset of 181085 tweets collected during the Primarie of Centro Sinistra 2012, we would like to show how Twitter can be conceived of as a civic device that permits a specific political discourse and new forms of political association to be materialized - both entities that would remain unseen otherwise. In the end we suggest that it is possible to construct a new theory of the digital public sphere starting from the Tardian notion of public. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); twitter; Public sphere; digital methods; Primaries; public sphere; Empirical research; Persons; primarie; public,SocIndex,-,,,,,,,,0
248,272,857,journalArticle,2013.0,"Moe, Hallvard; Larsson, Anders Olof",UNTANGLING A COMPLEX MEDIA SYSTEM.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=87844697&site=ehost-live,"This article provides empirical insights into how one online service – Twitter – was used for political purposes during three separate election campaigns in Sweden, Denmark and Norway, specifically how Twitter users, with hyperlinks, connect with other channels for political communication. Methodologically, the study employs three large sets of data on Twitter use tagged as relevant for each of the election campaigns, covering a one-month period. The approach allows for an untangling of the complex interconnections between novel online services, mainstream media, official political party websites, public information, individual blogs and social network sites. By moving beyond a study merely of the type of websites linked to, to also include classification of the actors publishing the content linked to, the article provides insights into the actual use by politicians, interest groups as well as grassroots activists of diverse Web genres. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Twitter; Political parties; political communication; Political communication; Sweden; Computer network resources; news; comparison; hyperlinks; quantitative; Scandinavia; Norway; Hyperlinks; Internet in political campaigns; Denmark,SocIndex,-,,,,,,,,0
249,274,797,journalArticle,2019.0,"Barisione, Mauro; Michailidou, Asimina; Airoldi, Massimo",Understanding a digital movement of opinion: the case of #RefugeesWelcome.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=136690206&site=ehost-live,"Recent work on digital political engagement has extensively shown that social media platforms enhance political participation and collective action. However, the idea that citizen voice through social media can give rise, under given conditions, to a specific digital force combining properties of social movements and public opinion has received less attention. We fill this gap by analysing the digital discussion around the Twitter hashtag #RefugeesWelcome as a case of 'digital movement of opinion' (DMO). When the refugee crisis erupted in 2015, an extraordinary wave of empathy characterized the publics' reactions in key European hosting countries, especially as a result of viral images portraying refugee children as the main victims. Using a triangulation of network, content and metadata analysis, we find that this DMO was driven primarily by social media elites whose tweets were then echoed by masses of isolated users. We then test the post-DMO status of the hashtag-sphere after a potentially antithetical shock such as the November 2015 Paris terrorist attacks, which polarized the network public. Overall, we argue that the concept of DMO provides a heuristically useful tool for future research on new forms of digital citizen participation. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Public opinion; Digital technology; public opinion; Refugees; refugees; digital engagement; mixed methods; Twitter hashtags,SocIndex,-,,,,,,,,0
