,Unnamed: 0.1,Unnamed: 0,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other,Original Citation
0,0,1809,journalArticle,2022.0,"Al-Qahtani, Abdulaziz",A Critical Discourse Analysis Approach to Mixed-Gender Friendship in the Saudi Context: The Case of the Twitter Platform.,Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=158430252&site=ehost-live,"Motivated by the growing popularity of Twitter as a public sphere where both genders interact and discuss and debate issues both formally and informally, this study explores the perspectives of Twitter users regarding mixed-gender friendships and gender segregation in the Saudi context. This study constitutes a wide-ranging investigation that explores how Twitter's platform has been used in the debate regarding whether mixed-gender friendships should be allowed in the Saudi context. Adopting the tools of critical discourse analysis, the study analyses the detailed discourses and discursive strategies pertaining to mixed-gender friendship in a hashtag thread of 8050 tweets collected in September 2020. Overall, the hashtag describes the public reaction and debate with respect to mixed-gender friendship in Saudi Arabia, simultaneously highlighting the contribution of the evoked tweeted arguments in raising awareness of mixed-gender friendship restrictions imposed under the configuration of religious, social, and political discourses. The data analyzed demonstrates that the differences in arguments concerning mixed-gender friendships within the forms of dissent and protest are in a dialogically supportive relation with dominant political, religious, and social conservative discourses. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Twitter; Tags (Metadata); Gender; Critical discourse analysis; Gender segregation; Hashtag; Mixed-gender; Saudi Arabia; Friendship,SocIndex,N/A,,,,,,,,0
1,1,1195,journalArticle,2021.0,"Ferg, Robyn A.; Conrad, Frederick G.; Gagnon-Bartsch, Johann A.",A Critical Evaluation of Tracking Public Opinion with Social Media: A Case Study in Presidential Approval.,"MDA - Methoden, Daten, Analysen",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=152457977&site=ehost-live,"There has been much interest in using social media to track public opinion. We introduce a higher level of scrutiny to these types of analyses, specifically looking at the relationship between presidential approval and ""Trump"" tweets and developing a framework to interpret its strength. We use placebo analyses, performing the same analysis but with tweets assumed to be unrelated to presidential approval, to assess the relationship and conclude that the relationship is less strong than it might otherwise seem. Secondly, we suggest following users longitudinally, which enables us to find evidence of a political signal around the 2016 presidential election. For the goal of supplementing traditional surveys with social media data, our results are encouraging, but cautionary. [ABSTRACT FROM AUTHOR]","Social media; Sentiment analysis; sentiment analysis; Twitter; Public opinion; social media; Email hacking; Media studies; United States presidential election, 2016; presidential approval; Social media in business; surveys",SocIndex,N/A,,,,,,,,0
2,3,242,journalArticle,2022.0,"Huang, Tao",A QUADRUPLE DOCTRINAL FRAMEWORK OF FREE SPEECH.,Columbia Human Rights Law Review,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=155915537&site=ehost-live,"Existing theories and doctrines of free speech have focused on why the freedom to express is indispensable for realizing the values that we treasure, such as truth or democracy. However, how expression facilitates those values is underexplored. This Article proposes a doctrinal framework of free speech consisting of four parts: right of control over one’s information, right to know, right of access to platforms, and behavioral rules of public discussion. These are the constitutive parts that are necessary for the exercise of free speech to be meaningful and effective. After elaborating on these elements, this Article tests the framework by analyzing four cases: the European Union’s Right to Be Forgotten, the information disclosure laws of China, the blocking of Trump’s Twitter account, and the Indian hate speech incident. Those four cases offer a more comprehensive scenario as to how the quadruple framework operates in real contexts. [ABSTRACT FROM AUTHOR]",Democracy; Hate speech; Right to be forgotten; Freedom of expression; Disclosure laws; Freedom of speech,SocIndex,N/A,,,,,,,,0
3,4,1194,journalArticle,2021.0,"Banez, JE","""A Real Man cries"": A Scoping of Filipino Masculinities Construction in Tweets",MCS-MASCULINITIES AND SOCIAL CHANGE,10.17583/MCS.2021.8634,,"Online content can be a rich source of information on current constructions of masculinities and much can be explored on the digital's role in masculinities construction (Light, 2013). This study compares and contrasts our current literature on masculinities with empirical qualitative data - that is, Filipino tweets. To do this, I analyzed tweets containing the phrase ""ang tunay na lalake"" (the real man) and the hashtag ""# angtunaynalalake"". Using qualitative content analysis, the following themes were generated: 1) Romance and Masculinities which highlights heteronormativity of romantic context and the concept of ""more deserving real man"" - a construct produced through networked masculinity and within the context of fandom and bigotry; 2) Masculine Capital - highlights how rites of passage, specifically circumcision, can be overshadowed by masculine capital to the point that failing to meet the required masculine capital would render one as 'de-circumcised'; and lastly, 3) Online Resistance to Hegemonic Masculinity - shows the use of jokes, sarcasm, and confrontation in questioning hegemonic masculinity. The results show both concern and hope for gender advocacy.",ONLINE; MEN; IDENTITY; GENDER; SELF; hegemonic masculinity; Philippines; masculine capital; online identity construction,WOS,N/A,,,,,,,,0
4,8,1,journalArticle,2021.0,"Marsden, John","A message from Addiction's new Editor‐in‐Chief, Professor John Marsden.",Addiction,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=147905398&site=ehost-live,"The article offers a letter from the journal's new editor-in-chief, Professor John Marsden. He reflects upon how on December 31, 2020 Robert West stepped down as the editor-in-chief. Other topics discussed include his commitment to helping the journal to remain a ""good read,"" the open access (OA) method of publishing and how it has impacted ""Addiction,"" and how the journal has almost 14,000 followers on Twitter as of January 2021.","Substance abuse; Serial publications; Addiction (Periodical); Addiction Audio; Addiction Fast‐Track; editorial; issue; January; Marsden, John; Periodical editors; pre‐registration",SocIndex,N/A,,,,,,,,0
5,9,1507,journalArticle,2022.0,"Francisco, M.; Benítez-Castro, M. Á.; Hidalgo-Tenorio, E.; Castro, Juan L.",A semi-supervised algorithm for detecting extremism propaganda diffusion on social media.,Pragmatics & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=158121059&site=ehost-live,"Extremist online networks reportedly tend to use Twitter and other Social Networking Sites (SNS) in order to issue propaganda and recruitment statements. Traditional machine learning models may encounter problems when used in such a context, due to the peculiarities of microblogging sites and the manner in which these networks interact (both between themselves and with other networks). Moreover, state-of-the-art approaches have focused on non-transparent techniques that cannot be audited; so, despite the fact that they are top performing techniques, it is impossible to check if the models are actually fair. In this paper, we present a semi-supervised methodology that uses our Discriminatory Expressions algorithm for feature selection to detect expressions that are biased towards extremist content (Francisco and Castro 2020). With the help of human experts, the relevant expressions are filtered and used to retrieve further extremist content in order to iteratively provide a set of relevant and accurate expressions. These discriminatory expressions have been proved to produce less complex models that are easier to comprehend, and thus improve model transparency. In the following, we present close to 70 expressions that were discovered by using this method alongside the validation test of the algorithm in several different contexts. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Microblogs; social media; Online social networks; microblogging; text mining; propaganda; discriminatory expressions; extremism; Extremists; feature selection; interpretability; Specialists,SocIndex,N/A,,,,,,,,0
6,12,101,journalArticle,2019.0,"Rogers, Melanie; Ogunleye, Olushola Olaitan; Patel, Kalpita; Akkus, Cem; Fadlalla, Marwa; Twyman, Tara; Lara Ovares, Ericka A.",@AJPHThinkTank: Bringing #PublicHealth to a Device Near You.,American Journal of Public Health,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=134666961&site=ehost-live,"The article discusses the creation of a Twitter social media account for the journal's initiative ""AJPH"" (""American Journal of Public Health"") Think Tank.",Twitter (Web resource); Public health periodicals,SocIndex,N/A,,,,,,,,0
7,15,1785,journalArticle,2022.0,"Gherlone, Laura",Affectivization of borders in the digital sphere: migration-related online narratives in Argentina.,Social Semiotics,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=161624669&site=ehost-live,"The topic of borders is an active research area in Lotmanian studies. Starting from this scholarship, the article aims to open up fresh possibilities for interpretation of Lotman's spatial-driven theory, making it dialogue with the cultural affect studies and the current communication-focused research on the digital sphere. This theoretical framework underpins the case study covered in the essay, that is, the linguistic analysis of online narratives on migration during the COVID-19 pandemic – a prolonged situation of high-intensity relational affect in which emotions played a pivotal (agentive) role in the perception of a widespread and multidimensional crisis. Argentina is the cultural milieu of socio-semiotic scrutiny, in which distant reading and close reading cross-pollinate each other. [ABSTRACT FROM AUTHOR]",Twitter Inc.; Twitter; COVID-19; COVID-19 pandemic; Digital technology; polarization; Narratives; Argentina; Linguistic analysis; Cultural studies; corpora analyzes; emotional repertoires; Ju. Lotman,SocIndex,N/A,,,,,,,,0
8,17,454,journalArticle,2021.0,"Tambe, Ashwini","Afterword: ""Walking Alongside Many #MeToos"".",Feminist Formations,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=155951500&site=ehost-live,"In my 2018 piece, I noted that in sectors such as the restaurant industry, domestic work, factory and agricultural work, workplace sexual abuse is endemic - but these spaces did not gather the same intense attention in digitally-driven activism; #MeToo seemed to be mostly focused on contexts where reputations were at stake. In this context, then, #MeToo took an understandably collective turn, translating the hashtag from an individually voiced ""Me Too"" centering on the experience of victimization to a collective ""I Too Accuse"", echoing this tradition of speak-outs. This other approach actually offers the benefits of more expansive and certainly a less blindered view of feminist activism and the #MeToo movement. The feverish mobilization around the Twitter hashtag #MeToo occurred relatively recently, in 2017, but events since then provoke a distanced vantage point from which to view the movement anew. [Extracted from the article]",Sexual assault; Activism; Social movements; Sexual harassment; Harassment; Public spaces; Human sexuality & law,SocIndex,N/A,,,,,,,,0
9,21,1087,journalArticle,2021.0,"Bergbower, Matthew L.; Dakic, Milovan",America’s Foe on Twitter: English and Farsi Political Messages from Iranian Leaders.,Journal of Political & Military Sociology,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=157595347&site=ehost-live,"This article examines English and Farsi political messages on Twitter from two Iranian leaders, Foreign Minister Mohammad Javad Zarif and Supreme Leader Ali Khamenei. During the summer of 2019, Iran’s relations with Western democracies were further strained by Iranian attacks on foreign commercial ships in the Gulf of Oman and on a US surveillance drone. Shortly thereafter, President Trump announced on Twitter that he had ordered an air strike against Iranian targets, only to rescind the order minutes before contact. We explore Iran’s response to Trump and the international crisis that emerged during the spring and summer of 2019. Our article utilizes a content analysis to descriptively account for the politics and political messages that Zarif and Khamenei sought to promote. We also pay particular attention to the content criticizing America and its leadership during this time as we seek to understand Iran’s interest in provoking the United States on social media. [ABSTRACT FROM AUTHOR]","Social media; International relations; Presidents of the United States; Trump, Donald, 1946-; Persian language; Zarif, Mohammed Javad, 1960-",SocIndex,N/A,,,,,,,,0
