,Unnamed: 0.1,Unnamed: 0,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other,Original Citation
120,23,996,journalArticle,2015.0,"Rand, William; Herrmann, Jeffrey; Schein, Brandon; Vodopivec, Nea",An Agent-Based Model of Urgent Diffusion in Social Media.,Journal of Artificial Societies & Social Simulation,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=102049212&site=ehost-live,"During a crisis, understanding the diffusion of information throughout a population will provide insights into how quickly the population will react to the information, which can help those who need to respond to the event. The advent of social media has resulted in this information spreading quicker then ever before, and in qualitatively different ways, since people no longer need to be in face-to-face contact or even know each other to pass on information in an crisis situation. Social media also provides a wealth of data about this information diffusion since much of the communication happening within this platform is publicly viewable. This data trove provides researchers with unique information that can be examined and modeled in order to understand urgent diffusion. A robust model of urgent diffusion on social media would be useful to any stakeholders who are interested in responding to a crisis situation. In this paper, we present two models, grounded in social theory, that provide insight into urgent diffusion dynamics on social networks using agent-based modeling. We then explore data collected from Twitter during four major urgent diffusion events including: (1) the capture of Osama Bin Laden, (2) Hurricane Irene, (3) Hurricane Sandy, and (4) Election Night 2012. We illustrate the diffusion of information during these events using network visualization techniques, showing that there appear to be differences. After that, we fit the agent-based models to the observed empirical data. The results show that the models fit qualitatively similarly, but the diffusion patterns of these events are indeed quite different from each other. [ABSTRACT FROM AUTHOR]",Social media; Social networks; Twitter; Communication; News; Statistics; Social Networks; Data; Diffusion of Information; Urgent Diffusion,SocIndex,-,,,,,,,,0
121,26,301,journalArticle,2011.0,"Slaughter, Christine","""And Then He Came Down"": #MooreandMe and the Limits and Possibilities of Digital Protest.",Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=85658522&site=ehost-live,"On December 14, 2010, feminist blogger Sady Doyle started a Twitter campaign to protest the public misrepresentation by documentarian Michael Moore of rape allegations against Wikileaks founder Julian Assange. The protest attracted hundreds of participants who produced thousands of tweets directed at Moore's Twitter account, grouped under the label #MooreandMe. The protest, guided by Doyle's updates at her blog, garnered widespread media publicity and support from other social justice and feminist activists, raised thousands of dollars for rape survivor nonprofits, and prompted Moore to publicly state on Rachel Maddow's MSNBC news program on December 21 that all rape allegations should be taken seriously, no matter the timing or the person under scrutiny. In this paper I explain why this digital protest was successful and suggest that this campaign exemplifies the unique visibility of the negotiation of goals, tactics, and measures of success in digital protests, as well as highlights aspects of social protest that have previously gone underemphasized. The detailed public record, down to the most minor of interactions, of how the #MooreandMe protest was carried out is a boon to social movements scholars, but also compels them to reexamine their assumptions about the nature and efficacy of protest in a digital age. [ABSTRACT FROM AUTHOR]","Twitter (Web resource); Sex crimes; Assange, Julian, 1971-; Crimes against women; Moore, Michael, 1954-",SocIndex,-,,,,,,,,0
122,33,865,journalArticle,2012.0,"Hargittai, Eszter; Litt, Eden",BECOMING A TWEEP.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=76142995&site=ehost-live,"Despite much excitement about the microblogging platform Twitter, little is known about predictors of its adoption and how its uses relate to other online activities in particular. Using a unique longitudinal data set from 2009 to 2010 surveying over 500 diverse young American adults about their online experiences, we look at how adoption of Twitter relates to prior engagement in other types of online activities. Our findings suggest that online skills as well as prior consumption and production activities especially in the domain of entertainment news are significant predictors of subsequent Twitter use. Our results caution about the potential biases that may result from studies that sample on Twitter users excluding other populations. [ABSTRACT FROM AUTHOR]",Social media; Social networks; Microblogs; Twitter; Online social networks; adoption; social network sites; Websites; celebrities; entertainment; longitudinal data,SocIndex,-,,,,,,,,0
123,34,1027,journalArticle,2011.0,"Schraeder, Peter J.; Redissi, Hamadi",BEN ALI'S FALL.,Journal of Democracy,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=67153117&site=ehost-live,"The article reports on the fall of Tunisian dictator President Zine al-Abidine Ben Ali, after the 28-day of protests conducted by young Tunisians in opposition of his government in the country. It mentions that the protesters used social media such as Facebook and Twitter in airing their negative criticisms and sentiments against the nation's leader. It asserts that Ben Ali was forced to board a plane which was bound for exile in Saudi Arabia. It affirms that declining socioeconomic conditions and rising authoritarian impulse are among the factors that caused his downfall.",Public demonstrations; Political violence; Social problems; Regime change; Political stability; Dictatorship; Resistance to government; Tunisia,SocIndex,-,,,,,,,,0
124,41,818,journalArticle,2016.0,"Geiger, R. Stuart",Bot-based collective blocklists in Twitter: the counterpublic moderation of harassment in a networked public space.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=114014834&site=ehost-live,"This article introduces and discusses bot-based collective blocklists (or blockbots) in Twitter, which have been developed by volunteers to combat harassment in the social networking site. Blockbots support the curation of a shared blocklist of accounts, where subscribers to a blockbot will not receive any notifications or messages from accounts on the blocklist. Blockbots support counterpublic communities, helping people moderate their own experiences of a site. This article provides an introduction and overview of blockbots and the issues that they raise about networked publics and platform governance, extending an intersecting literature on online harassment, platform governance, and the politics of algorithms. Such projects involve a more reflective, intentional, transparent, collaborative, and decentralized way of using algorithmic systems to respond to issues of platform governance like harassment. I argue that blockbots are not just technical solutions but social ones as well, a notable exception to common technologically determinist solutions that often push responsibility for issues like harassment to the individual user. Beyond the case of Twitter, blockbots call our attention to collective, bottom-up modes of computationally assisted moderation that can be deployed by counterpublic groups who want to participate in networked publics where hegemonic and exclusionary practices are increasingly prevalent. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); social media; Harassment; Public sphere; algorithms; Computer programming; Discrimination (Sociology); moderation; Moderation; networked publics; public sphere,SocIndex,-,,,,,,,,0
125,42,1548,journalArticle,2014.0,"Antoci, Angelo; Sabatini, Fabio; Sodini, Mauro",Bowling alone but tweeting together: the evolution of human interaction in the social networking era.,Quality & Quantity,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=96538099&site=ehost-live,"The objective of this paper is to theoretically analyze how human interaction may evolve in a world characterized by the explosion of online networking and other Web-mediated ways of building and nurturing relationships. The analysis shows that online networking yields a storage mechanism through which any individual contribution-e.g. a blog post, a comment, or a photo-is stored within a particular network and ready for virtual access by each member who connects to the network. When someone provides feedback, for example by commenting on a note, or by replying to a message, the interaction is finalized. These interactions are asynchronous, i.e. they allow individuals to relate in different moments, whenever they have time to. When the social environment is poor of participation opportunities and/or the pressure on time increases (for example due to the need to increase the working time), the stock of information and ties stored in the Internet can help individuals to defend their sociability. [ABSTRACT FROM AUTHOR]",Social networks; Microblogs; Online social networks; Facebook; Internet; Computer-mediated communication; Social capital; Social factors; Sociability; Internet surveys; Bowling; Online networking,SocIndex,-,,,,,,,,0
126,43,305,journalArticle,2010.0,"Jipson, Arthur",Building beyond the Crisis with Critical Social Media.,Conference Papers -- American Sociological Association,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=86647016&site=ehost-live,"This paper examines how the use of various social media (Facebook, Twitter, Skype, and other services) can be used to create a critical examination of the popular media and non-reflective news media on cable and broadcast sources. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Facebook (Web resource); Skype (Electronic resource); Broadcasting industry,SocIndex,-,,,,,,,,0
127,45,1028,journalArticle,2011.0,"MacKinnon, Rebecca","CHINA'S ""NETWORKED AUTHORITARIANISM"".",Journal of Democracy,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=60759820&site=ehost-live,The article examines the relationship between the growth of the Internet and authoritarianism in China. The nation blocks websites such as the microblogging service Twitter and allegedly censors Chinese citizens who use the Internet. The author urges that there are difficult issues of corporate responsibility and government policy pertaining to the potential for the Internet and mobile technologies to support liberation and civilian empowerment. It is attested that these elements of technology will not lead to the rapid democratization of China. The potential for online activism to thwart authoritarianism is discussed.,China; Internet & politics; Democratization; Internet & society; Authoritarianism; Liberty; Mobile computing,SocIndex,-,,,,,,,,0
128,46,689,journalArticle,2015.0,"Earl, J",CITASA: intellectual past and future,INFORMATION COMMUNICATION & SOCIETY,10.1080/1369118X.2015.1008544,,"This article reviews the history of the Communication and Information Technologies section of the American Sociological Association (CITASA), and discusses its current research emphases and future trajectory. Critically, the article argues that CITASA has become the preeminent point of reconnection between sociology and communication, allowing cross-pollination of ideas in the study of digital media, and increasingly in the study of media more broadly. The article also discusses contemporary research emphases involving computational and programming-intensive research, research on the use and effects of digital tools, and research on communication and media broadly understood.",MEDIA; social media; INTERNET; COMMUNICATION; SOCIOLOGY; media studies; computer-mediated communication; TWITTER; HISTORY,WOS,-,,,,,,,,0
129,51,1263,journalArticle,,"Sumiala, Johanna; Tikka, Minttu; Valaskivi, Katja","Charlie Hebdo, 2015: “Liveness” and acceleration of conflict in a hybrid media event","Media, War & Conflict",10.1177/1750635219846033,https://doi-org.ezproxy.lib.utexas.edu/10.1177/1750635219846033,"In this article, the authors examine the intensification of liveness and its effects in the Charlie Hebdo attacks that took place in Paris in January 2015. In their investigation they first re-visit the existing theoretical literature on media, event and time, and discuss in particular the relationship between media events and the idea of liveness. They then move on to the empirical analysis of the Charlie Hebdo attacks and demonstrate the aspects of intensified liveness in the circulation of selected tweets. The analysis is based on a multi-method approach developed for the empirical study of hybrid media events. In conclusion, the authors argue that the liveness, experienced and carried out simultaneously on multiple platforms, favours stereotypical and immediate interpretations when it comes to making sense of the incidents unfolding before the eyes of global audiences. In this condition, incidents are interpreted “en direct”, but within the framework of older mnemonic schemes and mythologization of certain positions (e.g. victims, villains, heroes) in the narrative. This condition, they claim, further accelerates the conflict between the different participants that took part in the event.",,SAGE,-,,,,,,,,0
