,Unnamed: 0,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
270,1472,journalArticle,2019.0,"Chen, Zhuo",An Agent-Based Model for Information Diffusion over Online Social Networks.,Papers in Applied Geography,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=139414055&site=ehost-live,"Online social networks have become a new channel for urban citizens to acquire information. The efficient information diffusion in their communities ensures wide awareness of updated special events. With agent-based models built on the NetLogo platform, I study information diffusion on online social networks with different simulated network structures. Outcomes from simulated networks and from a case study of real-world Twitter networks show that there exist a range of paired optimal propagation parameters that could mimic real-world information diffusion. It is found that the physical space and the process of information diffusion on the real retweet network over time still demonstrate a geographic pattern showing that a local city or a related city is more involved in a special event in the area. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Twitter; Online social networks; Information diffusion; social network; agent-based modeling; efficient information diffusion,SocIndex,0,,,,,,,
271,1473,journalArticle,2023.0,"Santos, DL",Populist communication and thematic strategy in the official Instagram accounts of Spanish candidates during the electoral campaigns of 28 August and 10 November 2019,PAPERS-REVISTA DE SOCIOLOGIA,10.5565/rev/papers.3082,,"This paper aims to contribute to the study of populist messaging on Instagram, a social net-work that is well-established as a digital tool for political communication during electoral periods. Using content analysis that combines both quantitative and qualitative method-ologies, we analysed the posts (N=386) uploaded to the official Instagram accounts of the main candidates for president of the Spanish government during the electoral campaigns for the two general elections held in 2019. This enabled us to meet the main objective of the study, which was to verify whether the Instagram platform is prone to hosting political messages and discussions of a populist nature. Likewise, in order to obtain a wider perspec-tive of both campaigns on the same social network, the issues forming the subject of each candidates' agendas in the same period were studied. The main results show that Instagram, like Twitter and Facebook, enables political leaders to spread messages that in essence carry a populist narrative; to use the social network as a means of electoral propaganda; and largely to avoid discussing the proposals of their political agendas.",SOCIAL MEDIA; POLITICAL COMMUNICATION; political leaders; FACEBOOK; populism; DISCOURSE; social networks; MEDIATIZATION; PARTIES; TWITTER; IMAGE; DISCURSIVE STRATEGY; general elections; GENERAL-ELECTION; thematic agenda,WOS,0,,,,,,,
272,1492,journalArticle,2021.0,"Lee, Myunghee; Murdie, Amanda",The Global Diffusion of the #MeToo Movement.,Politics & Gender,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=154290824&site=ehost-live,"Why is the #MeToo movement very active in some countries but not in others? What factors encourage the transnational diffusion of digital feminist activism? Although transnational forces are important, we argue that domestic political opportunity structures play a more significant role than transnational influences in the country-level diffusion of #MeToo. We collected 35,211 global tweets and used Bayesian statistical modeling to test the implications of our theory. Our findings support the idea that as a country better protects its citizens' political and civil rights and civil liberties, individuals in that country are more likely to engage in the #MeToo movement. [ABSTRACT FROM AUTHOR]",Activism; MeToo movement; protest; diffusion; #MeToo; Civil rights; digital feminist activism; political opportunity structures; Political opportunity theory,SocIndex,0,,,,,,,
273,1497,journalArticle,2017.0,"De Munter, Stéphanie; De Vries, Philippe",To Tweet or not to Tweet? An analysis of Twitter use during the 2014 Belgian elections.,"Politics, Culture & Socialization",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=144821260&site=ehost-live,"Social media, and Twitter in particular, are playing an increasing role in the day-to-day activities of politicians (Weber Shandwick, 2014). Before the digital revolution, the relationship between the politician and the voter was intermediated by journalists and broadcast media. In contrast to traditional media, social media are presumed to enable politicians to engage directly with the electorate (Kruikemeier, Van Noort, Vliegenthart & De Vreese, 2015). In the last decade, there was a growing interest in the role of social media in election campaigns, triggered by Barack Obama's electoral presidential election victory in 2008 and more recently by Donald Trumps' triumph in 2016 (Rodriguez-Andres, 2018). The research presented in this article answers three main questions. First, who are the politicians using Twitter for campaigning purposes and what variables can predict Twitter use? Second, when do Belgian politicians use it and with which frequency? And third: do tweeting politicians perform better at the ballot box? The main findings reveal that a Flemish candidate has a higher probability of 18,7% to be present on Twitter compared to a candidate from the French community. Another important finding is that there is no significant association between the number of tweets and number of preferential votes, although a trend towards significance was observed for Flemish politicians. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Elections; Twitter; social media; Digital technology; political communication; Belgium; elections; Politicians -- Attitudes,SocIndex,-,,,,,,,
274,1503,journalArticle,2023.0,"Gori Maia, Alexandre; Martinez, Jose Daniel Morales; Marteleto, Leticia Junqueira; Rodrigues, Cristina Guimaraes; Sereno, Luiz Gustavo",Can the Content of Social Networks Explain Epidemic Outbreaks?,Population Research & Policy Review,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=162069068&site=ehost-live,"People share and seek information online that reflects a variety of social phenomena, including concerns about health conditions. We analyze how the contents of social networks provide real-time information to monitor and anticipate policies aimed at controlling or mitigating public health outbreaks. In November 2020, we collected tweets on the COVID-19 pandemic with content ranging from safety measures, vaccination, health, to politics. We then tested different specifications of spatial econometrics models to relate the frequency of selected keywords with administrative data on COVID-19 cases and deaths. Our results highlight how mentions of selected keywords can significantly explain future COVID-19 cases and deaths in one locality. We discuss two main mechanisms potentially explaining the links we find between Twitter contents and COVID-19 diffusion: risk perception and health behavior. [ABSTRACT FROM AUTHOR]",Twitter; COVID-19; Public health; Social behavior; Spatial models; Spatial panel model,SocIndex,-,,,,,,,
275,1507,journalArticle,2022.0,"Francisco, M.; Benítez-Castro, M. Á.; Hidalgo-Tenorio, E.; Castro, Juan L.",A semi-supervised algorithm for detecting extremism propaganda diffusion on social media.,Pragmatics & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=158121059&site=ehost-live,"Extremist online networks reportedly tend to use Twitter and other Social Networking Sites (SNS) in order to issue propaganda and recruitment statements. Traditional machine learning models may encounter problems when used in such a context, due to the peculiarities of microblogging sites and the manner in which these networks interact (both between themselves and with other networks). Moreover, state-of-the-art approaches have focused on non-transparent techniques that cannot be audited; so, despite the fact that they are top performing techniques, it is impossible to check if the models are actually fair. In this paper, we present a semi-supervised methodology that uses our Discriminatory Expressions algorithm for feature selection to detect expressions that are biased towards extremist content (Francisco and Castro 2020). With the help of human experts, the relevant expressions are filtered and used to retrieve further extremist content in order to iteratively provide a set of relevant and accurate expressions. These discriminatory expressions have been proved to produce less complex models that are easier to comprehend, and thus improve model transparency. In the following, we present close to 70 expressions that were discovered by using this method alongside the validation test of the algorithm in several different contexts. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Microblogs; social media; Online social networks; microblogging; text mining; propaganda; discriminatory expressions; extremism; Extremists; feature selection; interpretability; Specialists,SocIndex,-,,,,,,,
276,1508,journalArticle,2022.0,"Bartley, Leanne","""They fabricated lies against us and described us in the harshest of ways"": An analysis of the transitivity patterns used in the online magazine DABIQ.",Pragmatics & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=158121060&site=ehost-live,"Over the past decade, Islamic State (ISIS) has made numerous attempts to propagate their beliefs on a global scale via a range of social media platforms (e.g. Twitter), enabling them to reach an extensive audience within a very short time span; when successful, people enlist as supporters of their ideas and, essentially, become radicalised. ISIS also achieve this through publishing propaganda materials, such as the two online magazines Dabiq and Rumiyah (Heidarysafa et al. 2019). In this paper, our focus lies with the former. Through a transitivity analysis of three issues from Dabiq, this paper explores how the in-group (the believers) and the Other (the non-believers) are represented in the magazine. The transitivity framework is useful here because it exposes the linguistic choices that people make and, in turn, reveals how they perceive their world. To retrieve both quantitative and qualitative findings, the UAM Corpus Tool (O'Donnell 2016) is employed. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); ideology; Islamic State (Organization); Periodicals; Fans (Persons); corpus linguistics; CDA; Dabiq; systemic functional linguistics; transitivity,SocIndex,2,,,,,,,
277,1509,journalArticle,2022.0,"MEGARI, Larbi",Islamic Preaching on Twitter: Mohamad al-Arefe Case Study.,Prédication islamique sur Twitter : le cas de Mohamad al-Arefe.,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=160891605&site=ehost-live,"This research is part of communication studies on the interplay between religion and media. It is also part of research on the use of Twitter by religious people and the use of social media in the Arab world, and more specifically the current article focuses on the priorities of Arab religious preachers in the Arab-Muslim world in their uses of Twitter. I have chosen a Muslim preacher who has been the owner of the most followed Twitter account in the Arab-Muslim world: Mohamad al-Arefe. At the time of my research, this Saudi Sunni preacher was ranked in the 83rd1 place in the global ranking of the most followed Twitter accounts in the world. This article aims to develop a typology of content shared on Twitter by al-Arefe. This research examines the way the Twitter platform is being used by this preacher, and it answers the question whether the theoretical model of religion mediatisation applies to the content shared by al-Arefe. This article combines two methodological approaches to study the content shared by al-Arefe on his Twitter account: a quantitative method and a qualitative one. I focus on the analysis of three elements present among the contents shared by this preacher on his Twitter account: Hashtags, visuals and links. Finally, my analysis shows how al-Arefe focuses more on his person and his image than he focuses on presenting Islamic teachings. (English) [ABSTRACT FROM AUTHOR]",Social media; Twitter; social media; religion; Accounting methods; Clergy; médiatisation; mediatization; réseaux sociaux; Salafism; salafisme; Sunni Islam,SocIndex,-,,,,,,,
278,1521,journalArticle,2017.0,"Brooker, P; Dutton, W; Greiffenhagen, C",What would Wittgenstein say about social media?,QUALITATIVE RESEARCH,10.1177/1468794117713058,,"Much of the excitement in social media analytics revolves around, a) capturing large-scale collections of naturally-occurring talk, b) repurposing them as data, and, c) finding ways to speak sociologically about them. Researchers have raised concerns over the use of social media data in research (for example, boyd and Crawford, 2012; Housley et al, 2014; Tinati et al, 2014), exploring the ontological and epistemological grounding of the emerging field. We contribute to this debate by drawing on Wittgensteinian philosophy to elucidate hitherto neglected aspects; namely that it is not just social scientists who are in the business of analysing social media, but users themselves. We explore how mainstream social media analytics research (1) overinflates the importance of sociological theories, concepts and methodologies (which do not typically feature in the accounts of social media users), (2) downplays the extent to which social media platforms already exhibit order prior to any sociological accounting of them, and, (3) thereby produces findings which explain social scientific perspectives rather than the phenomena themselves. We reformulate the ontological and epistemological basis of social media analytics research from a Wittgensteinian perspective concerned with what it makes sense to say about social media, as members of society and as researchers studying those members. Such a project aims to explore social media users' language as a practice embedded within the context of social life and online communication. This reflects the everyday use of language as an evolving toolkit for undertaking social interaction, pointing towards an alternative conception of social media analytics.",Big Data; BIG DATA; CRISIS; CHALLENGES; social media analytics; epistemology; TWITTER; ontology; ordinary language philosophy; philosophy of social science; Wittgenstein,WOS,0,,,,,,,
279,1532,journalArticle,2023.0,"Matuszewski, Paweł","How to prepare data for the automatic classification of politically related beliefs expressed on Twitter? The consequences of researchers' decisions on the number of coders, the algorithm learning procedure, and the pre-processing steps on the performance of supervised models",Quality & Quantity,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=161607110&site=ehost-live,"Due to the recent advances in natural language processing, social scientists use automatic text classification methods more and more frequently. The article raises the question about how researchers' subjective decisions affect the performance of supervised deep learning models. The aim is to deliver practical advice for researchers concerning: (1) whether it is more efficient to monitor coders' work to ensure a high quality training dataset or have every document coded once and obtain a larger dataset instead; (2) whether lemmatisation improves model performance; (3) if it is better to apply passive learning or active learning approaches; and (4) if the answers are dependent on the models' classification tasks. The models were trained to detect if a tweet is about current affairs or political issues, the tweet's subject matter and the tweet author's stance on this. The study uses a sample of 200,000 manually coded tweets published by Polish political opinion leaders in 2019. The consequences of decisions under different conditions were checked by simulating 52,800 results using the fastText algorithm (DV: F1-score). Linear regression analysis suggests that the researchers' choices not only strongly affect model performance but may also lead, in the worst-case scenario, to a waste of funds. [ABSTRACT FROM AUTHOR]",Big data; Content analysis; Natural language processing; Machine learning; Trend setters; Deep learning; Social scientists; Supervised learning; Automatic classification; Text classification,SocIndex,-,,,,,,,
