,Unnamed: 0,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
30,402,journalArticle,2017.0,"Malmgren, Evan",Don't Feed the Trolls.,Dissent (00123846),,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=122029174&site=ehost-live,"The article focuses on the politics and government in the U.S. and alt-right base, an ananonymous army of trolls or internet racists. Topics discussed include the alt-right base and its support to the campaign of President Donald Trump, the rejected nomination of Jeff Sessions due to a history of racism in 1986, and the tweets of media personality Milo Yiannopoulos about racist harassment. Other topics include bright-eyed fascist Richard Spencer, American nationalism, and inauguration ceremony of Trump.","Racism; Alt-Right (Political science); Trump, Donald, 1946-; United States politics & government, 2017-2021; American nationalism; Racial harassment; Sessions, Jeff, 1946-; Spencer, Richard B., 1978-; Yiannopoulos, Milo, 1984-",SocIndex,0,,,,,,,
31,403,journalArticle,2020.0,"Shenk, Timothy",Old Millennial Yells at Cloud.,Dissent (00123846),,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=141303328&site=ehost-live,"In this article author talks about the role of internet and social media in politics. It mentions how to use online powers for good; role of Twitter in presidency of Donald Trump in the U.S.; and campaigning of Alexandria Ocasio-Cortez, U.S. Representative & Democratic Party candidate, that comes with social media stardom. Also mentions about retweeting of post of American columnist Jennifer Rubin.","Twitter (Web resource); Political campaigns; Social media & politics; Trump, Donald, 1946-; Ocasio-Cortez, Alexandria, 1989-; Rubin, Jennifer",SocIndex,0,,,,,,,
32,1,journalArticle,2021.0,"Marsden, John","A message from Addiction's new Editor‐in‐Chief, Professor John Marsden.",Addiction,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=147905398&site=ehost-live,"The article offers a letter from the journal's new editor-in-chief, Professor John Marsden. He reflects upon how on December 31, 2020 Robert West stepped down as the editor-in-chief. Other topics discussed include his commitment to helping the journal to remain a ""good read,"" the open access (OA) method of publishing and how it has impacted ""Addiction,"" and how the journal has almost 14,000 followers on Twitter as of January 2021.","Substance abuse; Serial publications; Addiction (Periodical); Addiction Audio; Addiction Fast‐Track; editorial; issue; January; Marsden, John; Periodical editors; pre‐registration",SocIndex,-,,,,,,,
33,3,journalArticle,2013.0,"Dunne, Mary",An alcohol and other drugs library: building capacity and adding value.,Addiction,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=84943470&site=ehost-live,"The article discusses The Irish National Drugs Strategy (INDS) in the context of an editorial by Mitchell et al about the shutting down of addiction libraries and databases in the U.S. The author states that INDS provides online access to research material some of which is provided through twitter, rich site summary (RSS) and a national news letter. The library also provides training sessions to students at certificate, diploma, and postgraduate levels.",internet; information dissemination; Alcohol and drugs; Alcoholism; digital repositories; evidence based practice; Information resources & economics; librarians; libraries; Libraries; library; research to practice; services,SocIndex,-,,,,,,,
34,4,journalArticle,2022.0,"Scott Graham, S.; Conway, Fiona N.; Bottner, Richard; Claborn, Kasey",Opioid use stigmatization and destigmatization in health professional social media.,Addiction Research & Theory,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=159104522&site=ehost-live,"Stigmatization of opioid use constitutes a significant barrier to addressing the opioid crisis. Increasing use of social media by health professionals provides an opportunity to foster destigmatization. However, little is known about stigmatization and destigmatization within health professional social media Accordingly, this study investigates the use of stigmatizing and destigmatizing language in four Twitter communities: Medical, Public Health, Epidemiology, and Mental Health. Using a dataset of 33,981 tweets discussing opioids within these communities, we analyzed tweets for evidence of stigmatizing or destigmatizing language. Use of stigmatizing language is generally low and use of destigmatizing language is variable across communities. Additionally, there are measurable changes in language use on quarterly bases between 2009 and 2021. Mental Health shows a 7.1% quarterly reduction in the frequency of tweets with stigmatizing language (IRR = 0.928, 95% CI 0.877 to 0.984, p =.0159). Mental Health also shows a 5% quarterly increase in the frequency of destigmatizing tweets (IRR = 1.05, 95% CI 1.02–1.09, p =.00258). Medical Twitter experienced a 37% quarterly increase in destigmatizing tweet frequency (IRR = 1.37, 95% CI 1.15–1.64, p =.00291), and Public Health a 16% increase (IRR = 1.16, 95% CI 1.11–1.20, p =0.00000000373). Unfortunately, a regression discontinuity design shows a decrease in Public Health's use of destigmatizing language since the emergence of COVID-19. While the longitudinal findings are promising, they also indicate a need for increased efforts to encourage broader use of destigmatizing language, especially post-COVID. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Public health; Psychosocial factors; social media; Social stigma; Medical personnel; Narcotics; Substance abuse; Language & languages; Confidence intervals; Odds ratio; opioid use; social learning theory; Social learning theory; stigma reduction; Stigmatizing language,SocIndex,0,,,,,,,
35,24,journalArticle,2023.0,"O'Shields, Jay; Baldwin-White, Adrienne",Exploring the Role of Social Networking Sites in Alcohol Consumption among College Students: Which Platforms Have the Greatest Influence?,Alcoholism Treatment Quarterly,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=160588584&site=ehost-live,"Excessive alcohol use among college students is associated with a host of deleterious physical, mental, and academic outcomes. Social Networking Sites (SNS) are thought to influence norms around alcohol consumption, leading to increased college student drinking. We utilized a sample of 330 college students to investigate the effects of Facebook, Instagram, Twitter, and Snapchat on college student drinking behavior. Only Snapchat use was associated with college student drinking even while controlling for confounders such as the amount of time spent on SNS. Interventions attempting to lower college student drinking should focus on Snapchat to have the most effective platform. [ABSTRACT FROM AUTHOR]",World Wide Web; Social networks; Twitter (Web resource); Facebook (Web resource); Risk assessment; Social norms; Alcohol drinking in college; Alcohol Use; College Students; Drinking behavior; Psychology of college students; Snapchat; Social Networking Sites,SocIndex,-,,,,,,,
36,92,journalArticle,2019.0,"Greenberg, Michael",Award Winners for 2019 AJPH Papers and Reviewers of the Year.,American Journal of Public Health,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=138917870&site=ehost-live,"The article announces awards for authors of 2019 papers to the journal and peer reviewers of the journal, including the reviewers Farshad Pourmalek and Marie Bragg and authors D.A. Broniatowski, A.M. Jamison, S. Qi, L. AlKulaib, T. Chen, A. Benton, S.C. Quinn and M. Dredze for their paper ""Weaponized health communication: Twitter bots and Russian trolls amplify the vaccine debate.""",Awards for authors; Scholarly peer review,SocIndex,-,,,,,,,
37,101,journalArticle,2019.0,"Rogers, Melanie; Ogunleye, Olushola Olaitan; Patel, Kalpita; Akkus, Cem; Fadlalla, Marwa; Twyman, Tara; Lara Ovares, Ericka A.",@AJPHThinkTank: Bringing #PublicHealth to a Device Near You.,American Journal of Public Health,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=134666961&site=ehost-live,"The article discusses the creation of a Twitter social media account for the journal's initiative ""AJPH"" (""American Journal of Public Health"") Think Tank.",Twitter (Web resource); Public health periodicals,SocIndex,-,,,,,,,
38,111,journalArticle,2019.0,"Hazem, SM; Mohamed, EKA; Ali, H",WHAT TWITTER CAN TELL US ABOUT THE STOCK MARKET,ANDULI,10.12795/anduli.2019.i18.10,,"The announcement of a certain event taking place may be important and impactful with regard to the stock market and share prices, even more than the effectiveness and significance of the event itself. The aim of this study is to analyze the effect of financial event announcements via social media, specifically Twitter, on share returns of stocks on the Financial Times Stock Exchange 100 Index. Our research questions were tested on a sample of 833 event observations retrieved from official Twitter accounts for two years (1 January 2014 - 16 February 2016). The test was concerned with tracking stock return behavior on the event day (day 0), the pre-event window and the post-event window using the event-study methodology. This study found that there is a significant relationship between share prices and the events announced via Twitter, the type of tweets, news categories and tweeting intensity of the company involved. Classifying based on the industry of the announcing company had no significant relationship to stock return behavior.",Twitter; ANNOUNCEMENTS; CAPITAL-MARKETS; CORPORATE; Events announcements; London Stock exchange (FTSE 100); Share prices; SIGNALING THEORY,WOS,-,,,,,,,
39,126,journalArticle,2004.0,"Shamash, Sarah",Hexsa'am: To Be Here Always – Gallery as Big House.,Anthropologica,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=141824593&site=ehost-live,"Tweets or posts from the microblogging web site of University of British Columbia, regarding contemporary testimony of community leaders, indigenous visual sovereignty and self-determination are presented.",Sovereignty; Autonomy (Psychology),SocIndex,-,,,,,,,
40,137,journalArticle,2021.0,"Katigbak, Jovito Jose P.; Roldan, Ma. Divina Gracia Z.",Protecting Filipino migrant workers in distress through social media platforms.,Asian & Pacific Migration Journal (Sage Publications Inc.),,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=153044879&site=ehost-live,"This exploratory study focuses on the Philippine government's response to overseas Filipino workers (OFWs) in distress, especially those in the Middle East, using social media platforms. It examines the level of social media adoption by the Department of Foreign Affairs (DFA) in protecting Filipino nationals abroad. The popularity of social networking sites among Filipinos, including DFA officials and staff, played a vital role in influencing the institution's move toward social media adoption. Key informant interviews were conducted with 10 officials, case officers, and staff at the DFA home office and Foreign Service Posts in Kuwait, Saudi Arabia, and the United Arab Emirates (UAE) from June to July 2019. While Facebook, Instagram, and Twitter can be effective tools for speedy communication between the DFA and OFWs, the DFA faces several challenges such as budgetary constraints, lack of human resources with ICT skills, and verifying reports, among others. The COVID-19 pandemic has demonstrated the indispensable role of social media platforms in communicating with OFWs and in extending assistance to those in distress. Hence, the DFA may consider the formulation of an agency-wide social media strategy and collaboration with other migration authorities on social media-anchored projects. [ABSTRACT FROM AUTHOR]","Social media; COVID-19 pandemic; social media; Home offices; Middle East; Migrant labor; Filipinos; Kuwait; migrant protection; overseas Filipino workers; Philippines; Philippines, Department of Foreign Affairs; social media adoption",SocIndex,1,,,,,,,
41,165,journalArticle,2022.0,"Péloquin, Olivier; Fortin, Francis; Paquette, Sarah",Examining Negative Online Social Reaction to Police Use of Force: The George Floyd and Jacob Blake Events.,Canadian Journal of Criminology & Criminal Justice,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=155629115&site=ehost-live,"Dealing with use of excessive force by the police has historically been a struggle in the United States. The 1992 protests in Los Angeles following the death of Rodney King are one example of public response to an instance of excessive use of force. More recently, the death of George Floyd led to widespread protests against excessive use of force and the current model of policing in general. The increasing popularity and availability of social media over the past decade have made it a powerful tool for mobilizing citizens and provided a place for protest. This study looks at the negative reactions of social media users to police use of force in the United States based on analysis of two significant instances: the death of George Floyd in Minneapolis and the shooting of Jacob Blake in Kenosha. Using quantitative, forensic linguistics, and advanced topic modelling methodologies, three prominent aspects of policing identified in the literature – excessive use of force, racial bias, and legitimacy – were analysed from 14 days of tweets following each event. Analyses deal with trends in frequency, case similarities, and topic modelling. The results show important differences in negative online reaction to the two events, particularly regarding excessive use of force: those following the Floyd death focused on the technicalities of the intervention, while those responding to the Blake death focused on its aftermath. Analysis of tweets related to racial bias and police legitimacy revealed similar patterns, with users repeating criticisms such as differential treatment according to race and the need for changes in the policing model. The results also suggest that perceptions of excessive use of force and racial bias are deeply intertwined. Implications and issues are discussed. (English) [ABSTRACT FROM AUTHOR]","Twitter; social media; Public demonstrations; Racism; Police brutality; Floyd, George, ca. 1973-2020; George Floyd protests, 2020; médias sociaux; modélisation thématique; online media reaction; Police attitudes; Police legitimacy; réaction des médias en ligne; topic modelling; usage de la force; use of force",SocIndex,0,,,,,,,
42,173,journalArticle,2021.0,"Martiniuk, Jill","Moms, muses, and moguls: Russian businesswomen and social media.",Canadian Slavonic Papers,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=154569847&site=ehost-live,"This article focuses on the influence of a group of Russian women collectively known as ""the czarinas"" on social media. This group of business-minded socialites began appearing on social media around 2012 and have turned their popularity on Twitter and Instagram into Internet-based business ventures that are centred around their perceived identities as wives, mothers, and fashion muses. Together, these women have served as an aspirational tableau for other Russian women trying to navigate their own roles of mothers and businesswomen. This article examines how these ""czarinas"" have constructed their perceived social media identities as wives and mothers to create a relationship with their followers that allows the czarinas to influence their purchasing decisions. Finally, it examines why these women have embraced social media, how they use it to promote their businesses, and how successfully they have navigated social issues created in both Russia and the West. (English) [ABSTRACT FROM AUTHOR]",Social media; gender; influencers; Russian businesswomen; women's position in Russia,SocIndex,-,,,,,,,
43,176,journalArticle,2016.0,"Myers, Greg",Everyday oracles: authors on Twitter.,Celebrity Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=119092437&site=ehost-live,"Most authors participate, reluctantly or enthusiastically, in a cycle of promotion, including book tours, literary festivals, interviews, and now social media. Some authors make regular use of Twitter to post updates about professional activities, comments on events in their everyday lives, news of readings, statements of opinions, photos, links, or retweets. This study examines tweets by 10 authors, using corpus linguistic tools to find stylistic patterns characteristic of the corpus as a whole or of individual authors. The article then looks at tweets by others that mention the authors or use quotations from the authors in new contexts, creating an online presence for authors whether they tweet themselves or not. Authors are subject to the same tension between ordinariness and specialness that others have noted with stars in music, television, film, or fashion. Literature, because of its assumed cultural position, and its production in private, has sometimes been seen as being apart from and opposed to the cultural system of celebrity and promotion. But this cultural position also means the ordinariness of authors is treated as surprising and interesting, while the specialness makes them available to all as oracles. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Twitter; Authors; authorship; Authorship; celebrity; Corpora; everyday life; Oracles; quotation; singularity,SocIndex,0,,,,,,,
