,Unnamed: 0,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
360,1998,journalArticle,2021.0,"Tynes, Robert",Democracy's Savior or Citizen Spy?,Surveillance & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=153355421&site=ehost-live,"The article presents the discussion on events at the US Capitol on January 6, 2021 broadcasting live acts of American political violence. Topics include rioters destroying furniture and posting videos of their bravado on social media platforms such as Twitter, Facebook, and Parler; and citizens wanting accountability, numerous groups and individuals on the internet began collecting, posting, and doxxing.",Public opinion; Democracy; Tear gas; Mass surveillance; Espionage; Spies,SocIndex,0,,,,,,,
361,2000,journalArticle,2020.0,"Venema, Rebecca",How to Govern Visibility?: Legitimizations and Contestations of Visual Data Practices after the 2017 G20 Summit in Hamburg.,Surveillance & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=148635554&site=ehost-live,"Technological changes shift how visibility can be established, governed, and used. Ubiquitous visual technologies, the possibility to distribute and use images from heterogeneous sources across different social contexts and publics, and increasingly powerful facial recognition tools afford new avenues for law enforcement. Concurrently, these changes also trigger fundamental concerns about privacy violations and all-encompassing surveillance. Using the example of police investigations after the 2017 G20 summit in Hamburg, the present article provides insights into how different actors in the political and public realm in Germany deal with these potentials and tensions in handling visual data. Based on a qualitative content analysis of newspaper articles (n=42), tweets (n=267), experts’ reports (n=3), and minutes of parliamentary debates and committee hearings (n=8), this study examines how visual data were collected, analyzed, and published and how different actors legitimated and contested these practices. The findings show that combined state, corporate, and privately produced visual data and the use of facial recognition tools allowed the police to cover and track public life in large parts of the inner city of Hamburg during the summit days. Police authorities characterized visual data and algorithmic tools as objective, trustworthy, and indispensable evidence-providing tools but black-boxed the heterogeneity of sources, the analytical steps, and their potential implications. Critics, in turn, expressed concerns about infringements of civic rights, the trustworthiness of police authorities, and the extensive police surveillance capacities. Based on these findings, this article discusses three topics that remained blind spots in the debates but merit further attention in discussions on norms for visual data management and for governing visibility: (1) collective responsibilities in visibility management, (2) trust in visual data and facial recognition technologies, and (3) social consequences of encompassing visual data collection and registered faceprints. [ABSTRACT FROM AUTHOR]",Social impact; Biometric identification; Data collection platforms; Hamburg (Germany); Human facial recognition software; Inner cities; Police surveillance; Political rights; Visibility,SocIndex,-,,,,,,,
362,2002,journalArticle,2013.0,"Whitson, Jennifer R.",Gaming the Quantified Self.,Surveillance & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=90656733&site=ehost-live,"Gamification combines the playful design and feedback mechanisms from games with users' social profiles (e.g. Facebook, twitter, and LinkedIn) in non-game applications. Successful gamification practices are reliant on encouraging playful subjectivities so that users voluntarily expose their personal information, which is then used to drive behavioural change (e.g. weight loss, workplace productivity, educational advancement, consumer loyalty, etc.). The pleasures of play, the promise of a 'game', and the desire to level up and win are used to inculcate desirable skill sets and behaviours. Gamification is rooted in surveillance; providing real-time feedback about users' actions by amassing large quantities of data and then simplifying this data into modes that easily understandable, such as progress bars, graphs and charts. This article provides an introduction to gamification for surveillance scholars. I first provide brief definitions of gamification, games and play, linking the effectiveness of gamification to the quantification of everyday life. I then explain how the quantification in gamification is different from the quantification in both analog spaces and digital non-game spaces. Next, I draw from governmentality studies to show how quantification is leveraged in terms of surveillance. I employ three examples to demonstrate the social effects and impacts of gamified behaviour. These examples range from using self-surveillance to gamify everyday life, to the participatory surveillance evoked by social networking services, to the hierarchical surveillance of the gamified call-centre. Importantly, the call-centre example becomes a limit case, emphasizing the inability to gamify all spaces, especially those framed by work and not play. This leads to my conclusion, arguing that without knowing first what games and play are, we cannot accurately respond to and critique the playful surveillant technologies leveraged by gamification. [ABSTRACT FROM AUTHOR]",Social media; Social networks; Facebook (Web resource); Technological innovations; Internet users; Gambling,SocIndex,0,,,,,,,
363,2003,journalArticle,2012.0,"Marwick, Alice E.",The Public Domain: Social Surveillance in Everyday Life.,Surveillance & Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=87532849&site=ehost-live,"People create profiles on social network sites and Twitter accounts against the background of an audience. This paper argues that closely examining content created by others and looking at one's own content through other people's eyes, a common part of social media use, should be framed as social surveillance. While social surveillance is distinguished from traditional surveillance along three axes (power, hierarchy, and reciprocity), its effects and behavior modification is common to traditional surveillance. Drawing on ethnographic studies of United States populations, I look at social surveillance, how it is practiced, and its impact on people who engage in it. I use Foucault's concept of capillaries of power to demonstrate that social surveillance assumes the power differentials evident in everyday interactions rather than the hierarchical power relationships assumed in much of the surveillance literature. Social media involves a collapse of social contexts and social roles, complicating boundary work but facilitating social surveillance. Individuals strategically reveal, disclose and conceal personal information to create connections with others and tend social boundaries. These processes are normal parts of day-to-day life in communities that are highly connected through social media. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Online social networks; Everyday life; Ethnographic analysis; Public domain,SocIndex,0,,,,,,,
364,2019,journalArticle,2016.0,"Romele, Alberto; Severo, Marta",The Economy of the Digital Gift: From Socialism to Sociality Online.,"Theory, Culture & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=117270456&site=ehost-live,"This article discusses the value of gift exchange in online social media. In the first part, the authors show how most of the commentators have considered online gifting as an alternative to the classical market economy. Yet the recent (re)territorialization of the web challenges this perspective. As a consequence, the internet can no longer be considered a reply to capitalism. In the second part, the authors argue that in anthropology and social philosophy the term ‘gift’ has often been used improperly, and that gift exchange has nothing to do with goods exchange, but with mutual recognition. In the third part, they use this definition to stress the importance of gift circulation through Facebook’s ‘Like’ button and the Twitter feature called ‘Mention’. In conclusion, the authors deal with the ‘Like economy’, i.e. the interference between gift exchange and market economy which is daily at work online. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Social theory; social media; Facebook (Web resource); internet; Computer network resources; Capitalism; digital gift; e-economy; gift-giving; Gifts; social relations; Socialism,SocIndex,0,,,,,,,
365,2020,journalArticle,2022.0,"Casullo, María Esperanza; Colalongo, Rodolfo E.",The populist body in the age of social media: A comparative study of populist and non-populist representation.,Thesis Eleven,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=160708556&site=ehost-live,"Populist representation is the process by which a body or set of bodies become the signifier of a powerful act of political transgression of the social order. We call this specific type of representative linkage 'synecdochal representation'. In it, the leader's body performs three key functions: it mirrors certain popular traits that are characterized as 'low', it displays marks of exceptionality, and it appropriates symbols of institutional power. These tasks are performed through particular ways of acting, dressing, talking, eating, and the like, in public. Social media has become a key locus for bodily self-presentation because it is used to create the appearance of intimacy and spontaneity through the distribution of 'candid' pictures and videos. This paper will analyze how the self-presentation of populist and non-populist leaders are established through Twitter, what images they choose to disseminate, and how they are re-signified by the audience. To do so, we will focus on the two Latin American politicians: Cristina Fernández (with a populist style) and Mauricio Macri (with a technocratic one). [ABSTRACT FROM AUTHOR]","Social media; Leaders; social media; populism; Social order; bodily self-presentation; Macri, Mauricio, 1959-; populist leadership; populist representation; Synecdoche",SocIndex,0,,,,,,,
366,2021,journalArticle,2022.0,"Casullo, ME; Colalongo, RE",The populist body in the age of social media: A comparative study of populist and non-populist representation,THESIS ELEVEN,10.1177/07255136221139913,,"Populist representation is the process by which a body or set of bodies become the signifier of a powerful act of political transgression of the social order. We call this specific type of representative linkage 'synecdochal representation'. In it, the leader's body performs three key functions: it mirrors certain popular traits that are characterized as 'low', it displays marks of exceptionality, and it appropriates symbols of institutional power. These tasks are performed through particular ways of acting, dressing, talking, eating, and the like, in public. Social media has become a key locus for bodily self-presentation because it is used to create the appearance of intimacy and spontaneity through the distribution of 'candid' pictures and videos. This paper will analyze how the self-presentation of populist and non-populist leaders are established through Twitter, what images they choose to disseminate, and how they are re-signified by the audience. To do so, we will focus on the two Latin American politicians: Cristina Fernandez (with a populist style) and Mauricio Macri (with a technocratic one).",social media; populism; bodily self-presentation; populist leadership; populist representation,WOS,0,,,,,,,
367,2023,journalArticle,,"Garay, Lluís; Morales, Soledad",Decomposing and relating user engagement in festivals’ virtual brand communities: An analysis of Sónar’s Twitter and Facebook,Tourist Studies,10.1177/1468797619873109,https://doi-org.ezproxy.lib.utexas.edu/10.1177/1468797619873109,"Festival branding is undergoing a revolution based on the consolidation of new communicative behaviours in virtual brand communities (VBCs), above all, channelled through social media platforms. Although the literature on festivals has analysed engagement in VBCs, this study provides an in-depth observation of the profiles of festival VBCs users, how they modulate engagement attributes and behaviours and how these relate to their engagement focus, highlighting festival branding while also considering other main focuses (i.e. social capital creation and place-making). Thus, this article aims to characterize these elements in festivals’ VBCs through a multidimensional analysis of nearly 2150 entries in the Twitter and Facebook VBCs of one of the most prominent music festivals in Europe, Sónar (Barcelona). Moreover, it does so through a longitudinal observation covering a whole year, showing the relevance of ongoing communication to festival success. The results show the benefits (for organizers as well as other users) of understanding these elements and their mutual relationships.",,SAGE,0,,,,,,,
368,2026,journalArticle,2022.0,"KÖSEOĞLU, Talha",REFLECTING ON TWITTER: A PROTOTYPE FOR HYPERMODERN SOCIETY.,TWITTER ÜZERİNE DÜŞÜNMEK: HİPERMODERN TOPLUMUN BİR PROTOTİPİ.,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=161836621&site=ehost-live,"Social scientists have been discussing the advent of an “information society”, as information technologies have started to dominate social life since at least the 1970s. The most important infrastructural element of this information society is the internet which enables dissemination of information in a very efficient and effective way, independent from the physical proximity between two networked computers. The internet is nonhierarchical (horizontal) in the sense that it does not have an ultimate power center which determines the structure of the networks and the contents that flow within and between networks. The formation of the networks and the content of information disseminated through them are shaped by the users. Hence, the interplay between internet and individuals is bidirectional; individuals structure the networks and the structure of networks, in turn, shapes the perception of individuals regarding self, community, and time. This paper analyzes how and why people use Twitter—both a social networking site and a micro-blogger; to what extent Twitter use reflect the constituting principles of contemporary society such as conception of time and how it may affect our notion of community and social relations. It argues that Twitter represents a replica of hypermodern society with the apprehension of time streaming embedded in its use, clustering of users around personal and professional communities and centers and the strategies that users develop in order to deal with the complexity of online hypermodernity. Twitter, and social network sites in general, are structured by the values and conceptions of the contemporary society and we need to consider them within a greater zeitgeist. The main function of these services is to reinforce and enhance the conceptions and experience of hypermodernity and to increase the rate of social change further. (English) [ABSTRACT FROM AUTHOR]",Social media; Social networks; Twitter (Web resource); Twitter; Social change; social media; internet; Bilgi toplumu; hiper-modernite; hyper-modernity; Information society; modernite; modernity; sosyal medya,SocIndex,-,,,,,,,
369,2030,journalArticle,2017.0,"ŠIMUNJAK, Maja; SINČIĆ ĆORIĆ, Dubravka; BREČIĆ, Ružica",POLITICAL IMPRESSION MANAGEMENT THROUGH DIRECT AND MEDIATED COMMUNICATION: THE 2014/2015 CROATIAN PRESIDENTIAL ELECTIONS.,Upravljanje političkim imidžom kroz direktnu i medijatiziranu komunikaciju: Hrvatski predsjednički izbori 2014./2015.,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=127400279&site=ehost-live,"This paper examines similarities and differences between direct and mediated political candidates' communication during electoral campaigns, and answers the question: How, if at all, do candidates' techniques of impression management differ in their direct and mediated communication. The study is based on content analysis of major daily newspapers, and statements published by candidates in the 2014/2015 Croatian presidential elections on their official Facebook and Twitter accounts. The results show that candidates did not use social media to portray their personal side, humanise their image and create their image of a leader through references to their skills and qualities. Rather, this research shows that in spite of the growing importance of social media, and the willingness and skill of the politicians in employing social media, traditional media, such as newspapers, remain indispensable for providing information about political issues to citizens in this new democracy during presidential elections. (English) [ABSTRACT FROM AUTHOR]",social media; presidential elections; Presidential elections; Social media & politics; Communication & politics; Political candidates; election campaign; traditional media; Class politics; društvene mreže; image; imidž; izborna kampanja; predsjednički izbori; tradicionalni mediji,SocIndex,0,,,,,,,
