,Unnamed: 0,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
180,950,journalArticle,2020.0,"Dragotto, Francesca; Giomi, Elisa; Melchiorre, Sonia Maria","Putting women back in their place. Reflections on slut-shaming, the case Asia Argento and Twitter in Italy.",International Review of Sociology,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=142124754&site=ehost-live,"Compared to racist and ethnicist discourses, literature on sexist discourses – both off and on-line – as hate speech is relatively underinvestigated. This is partly due to the tendency to minimise accusations of sexism and to reframe misogyny as 'acceptable' by constructing it as a form of humour. We decided to focus on slut-shaming, one of the most virulent forms of hate speech, which has always existed but was boosted by social media, becoming a stable low-cost ingredient of today's rape culture. We propose to consider online slut-shaming as a form of 'technology-facilitated sexual violence', where digital technologies are used to facilitate both virtual and face-to-face sexually based harms. According to feminist analysis of sexual violence, this would be a matter of power rather than sex: sex would be the weapon, not the motive. We have tested this research hypothesis by focusing on the Italian reception of the MeToo campaign, triggered by Asia Argento's denunciation. More specifically, two Different Twitter corpora produced within the same five months period were examined by means of a quantitative and a qualitative methodology. [ABSTRACT FROM AUTHOR]",Italy; Digital technology; Virtual communities; Asia Argento; Feminist criticism; Hate speech; Me too Movement; MeToo movement; Rape; Rape culture; sexist hate speech; Slut-shaming,SocIndex,0,,,,,,,
181,953,journalArticle,2020.0,"Deriu, Fiorenza; Fioredistella Iezzi, Domenica",International review of sociology (1/2020).,International Review of Sociology,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=142124753&site=ehost-live,"In recent years, in all fields of knowledge, a data-driven approach has spread according to the new scenario defined by the Big Data era. Furthermore, information that comes from social networks and social media, like Facebook, Twitter, and Instagram, produces unstructured data in real time. According to Hearst ([8]), text analytics is the automatic discovery of new, previously unknown, information, from unstructured textual data. In order to run this analysis, the authors use data generated on the social media platform Twitter. [Extracted from the article]",Natural language processing; Social science research; Social constructionism; Sociology; Latent semantic analysis; Scientific literature,SocIndex,0,,,,,,,
182,957,journalArticle,2020.0,"Dragotto, F; Giomi, E; Melchiorre, SM","Putting women back in their place. Reflections on slut-shaming, the case Asia Argento and Twitter in Italy",INTERNATIONAL REVIEW OF SOCIOLOGY-REVUE INTERNATIONALE DE SOCIOLOGIE,10.1080/03906701.2020.1724366,,"Compared to racist and ethnicist discourses, literature on sexist discourses - both off and on-line - as hate speech is relatively underinvestigated. This is partly due to the tendency to minimise accusations of sexism and to reframe misogyny as 'acceptable' by constructing it as a form of humour. We decided to focus on slut-shaming, one of the most virulent forms of hate speech, which has always existed but was boosted by social media, becoming a stable low-cost ingredient of today's rape culture. We propose to consider online slut-shaming as a form of 'technology-facilitated sexual violence', where digital technologies are used to facilitate both virtual and face-to-face sexually based harms. According to feminist analysis of sexual violence, this would be a matter of power rather than sex: sex would be the weapon, not the motive. We have tested this research hypothesis by focusing on the Italian reception of the MeToo campaign, triggered by Asia Argento's denunciation. More specifically, two Different Twitter corpora produced within the same five months period were examined by means of a quantitative and a qualitative methodology.",Asia Argento; DISCOURSE; GENDER; GIRLS; Me too Movement; MYTHS; sexist hate speech; SEXUAL DOUBLE STANDARDS; Slut-shaming; VIOLENCE,WOS,0,,,,,,,
183,969,journalArticle,2016.0,"McDaid, Ailbhe",The technologies of distance: new migrations in Conor O’Callaghan’s The Sun King.,Irish Studies Review,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=116264995&site=ehost-live,"This article analyses Conor O’Callaghan’s collectionThe Sun Kingas an expression of contemporary migration practices. It places the poet’s technological mobilities within larger global movements and argues that the collection reconfigures poetic versions of migration for the twenty-first century.The Sun King(2013) is located in explicitly transient spaces, while its formal innovations serve to mimeticise contemporary dislocation. In reinventing the dual demands of memory and migration in the postmodern society,The Sun Kingrecognises and pursues alternative poetic possibilities. The article suggests that O’Callaghan’s Twitter-poem “The Pearl Works” can be read as indicative of an expansive impulse towards ephemeral online works. In particular, the article raises questions around composition, stability and memory practices in the digital era, and highlights how both migration and memory are complicated by technological innovations. [ABSTRACT FROM PUBLISHER]","Diaspora; migration; diaspora; Digital humanities; Emigration & immigration -- Social aspects; innovative poetics; Irish poetry; memory theory; O'Callaghan, Conor; Sun King, The (Poem); Twitter-poetry",SocIndex,-,,,,,,,
184,982,journalArticle,2015.0,"R. Scott, Kevin; Nelson, Lewis; Meisel, Zachary; Perrone, Jeanmarie",Opportunities for Exploring and Reducing Prescription Drug Abuse Through Social Media.,Journal of Addictive Diseases,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=109016572&site=ehost-live,"The rising toll of opioid overdoses in the past decade has been declared a prescription drug epidemic by the Centers for Disease Control. In that same period, internet platforms, such as Facebook and Twitter, have grown exponentially, being used primarily by a population similar to new initiates of substance abuse. Researchers have utilized social media to gain insights into use patterns and prevailing attitudes about various substances. Social media has potential to enhance screening, prevention, and treatment of addiction. With future funding, they should be leveraged to advance understanding of prescription drug use and improve treatment and prevention of abuse. [ABSTRACT FROM AUTHOR]",Social media; Social networks; Data mining; Public health; social media; Narcotics; Substance abuse; social networking; Drugs; opioid abuse; Prescription drug abuse,SocIndex,0,,,,,,,
185,985,journalArticle,2022.0,"Jayawardane, M. Neelika","Keguro Macharia: On Grinding, Grating, and Creating Friction against Kenyatta's Figurations of Gender, Sexuality, and Ethnicity.",Journal of African Cultural Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=157567012&site=ehost-live,"Where I hope to head to next.[3] Kenyatta, and the powerful remainders of his nation-making efforts, presented considerable obstacles that Macharia, as a writer and thinker, had to think over, and write through. Keguro Macharia's body of work - his blog, I Gukira i and other online writing, his Twitter feed, and now, his long-awaited text, I Frottage: Frictions of Intimacy across the Black Diaspora i - has always challenged us to imagine freedom and its relationship to the erotic. [Extracted from the article]",Human sexuality; Ethnicity; Gender; Taboo; Imagination; Friction; Kinship; Sexology,SocIndex,-,,,,,,,
186,996,journalArticle,2015.0,"Rand, William; Herrmann, Jeffrey; Schein, Brandon; Vodopivec, Nea",An Agent-Based Model of Urgent Diffusion in Social Media.,Journal of Artificial Societies & Social Simulation,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=102049212&site=ehost-live,"During a crisis, understanding the diffusion of information throughout a population will provide insights into how quickly the population will react to the information, which can help those who need to respond to the event. The advent of social media has resulted in this information spreading quicker then ever before, and in qualitatively different ways, since people no longer need to be in face-to-face contact or even know each other to pass on information in an crisis situation. Social media also provides a wealth of data about this information diffusion since much of the communication happening within this platform is publicly viewable. This data trove provides researchers with unique information that can be examined and modeled in order to understand urgent diffusion. A robust model of urgent diffusion on social media would be useful to any stakeholders who are interested in responding to a crisis situation. In this paper, we present two models, grounded in social theory, that provide insight into urgent diffusion dynamics on social networks using agent-based modeling. We then explore data collected from Twitter during four major urgent diffusion events including: (1) the capture of Osama Bin Laden, (2) Hurricane Irene, (3) Hurricane Sandy, and (4) Election Night 2012. We illustrate the diffusion of information during these events using network visualization techniques, showing that there appear to be differences. After that, we fit the agent-based models to the observed empirical data. The results show that the models fit qualitatively similarly, but the diffusion patterns of these events are indeed quite different from each other. [ABSTRACT FROM AUTHOR]",Social media; Social networks; Twitter; Communication; News; Statistics; Social Networks; Data; Diffusion of Information; Urgent Diffusion,SocIndex,0,,,,,,,
187,997,journalArticle,2020.0,"NGUEMA, SUSAN R. WYSOR; BOHRMAN, CASEY; LEWIS, LIZETTE; LINARES, ROSSY",#SWO332: Twitter as a Tool for Encouraging BSW Student Engagement in Policy.,Journal of Baccalaureate Social Work,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=147573067&site=ehost-live,"Historically, literature on using social media in the classroom has focused on ethical uses in practice or on classroom policies for students using different platforms. However, there is an emerging body of literature providing guidance on using social media as a teaching tool. This article, co- written by two faculty members and two BSW students, provides an example of how Twitter can be used in an entry- level social policy course to engage students, teach important skills in social media management, and expand opportunities and networks. Perspectives on experiences from both faculty members and students are shared. [ABSTRACT FROM AUTHOR]",Social media; Twitter; social media; BSW education; social policy; Social policy; Student engagement; Teacher effectiveness,SocIndex,-,,,,,,,
188,999,journalArticle,2014.0,"Daly, Mary E.; Mansfield, John K.",A Study of the Relevance of Social Network Sites and Ethics Involving Undergraduate Students.,Journal of Baccalaureate Social Work,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=109580970&site=ehost-live,"The use of social networking sites (SNSs) has evolved rapidly this past decade with little concern for privacy. This study examines undergraduate students’ use of SNSs and online privacy preferences. Eighty-five students in social work classes were surveyed to determine the frequency of SNS access and privacy control usage. Student participants accessed SNSs (97.6%) more than the general population (72%) surveyed by the Pew Research Internet Project (Brenner & Smith, 2013). Most students restricted access to their profiles through friends-only privacy settings and took steps to eliminate unwanted posts. However, regrets over personal posts were still commonplace. The 2005 National Association of Social Workers and Association of Social Work Boards ethical standards suggest establishing professional boundaries and safeguarding personal information as part of technologically proficient practice. Social work educational programs should provide training on privacy risk management to protect students from unwanted and potentially career damaging disclosures on Facebook, MySpace, Twitter, and other Internet sites. [ABSTRACT FROM AUTHOR]",social media; social work education; ethics; undergraduate students; online privacy,SocIndex,6,,,,,,,
189,1000,journalArticle,2013.0,"Theriot, Matthew T.",From the Guest Editor.,Journal of Baccalaureate Social Work,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=89596237&site=ehost-live,"An introduction to the journal is presented in which the editor discusses various articles published within the issue including one by Jessica Ritter on a new approach for teaching policy to millennial Bachelor of Social Work (BSW) students, one by Laurel Iverson Hitchcock and Andrew Battista on the use of Twitter as a tool for helping students develop skills and one by Jessica Averitt Taylor, Caroline Macke and James Taylor on the benefits of team-based learning as a teaching method.",Learning; Social work students; Teaching,SocIndex,0,,,,,,,
