,Unnamed: 0,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
210,1108,journalArticle,2022.0,"Parrish, Danielle E.",From the Editor—Academic Freedom: Considerations for Social Work Academic Twitter.,Journal of Social Work Education,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=156709495&site=ehost-live,An editorial is presented on COVID-19 and the racism and systemic disparities in the society. Topics include academic freedom mostly continued for insulating universities from various political entities with the free speech of scholars protected within the university; and upholding the principles of academic freedom while engaging in the critical examination.,Social media; Twitter (Web resource); Social work education; Public health; Social workers; Academic achievement; Health equity; Institutional racism; Serial publications,SocIndex,-,,,,,,,
211,1124,journalArticle,2022.0,"Frank, Jennifer M.; Granruth, Laura Brierton; Ogongi, Wanja; Nyce, Katie",Joining the Conversation: Using Technology to Enhance Policy Practice.,Journal of Teaching in Social Work,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=154901503&site=ehost-live,"Technological innovations present new pedagogical opportunities. The use of technology in the classroom may provide an opportunity for social work programs to engage students in a better understanding of policy practice, to get their voice heard on the issues, and to feel empowered about social change at the macro level. This article will discuss experiential learning using social media as a platform for MSW students in a social policy course in order to join policy conversations in real time. [ABSTRACT FROM AUTHOR]",twitter; Conversation; policy; Social change; Social services; technology; Social learning; Social policy; Classrooms; pedagogy; Experiential learning; Macro practice,SocIndex,-,,,,,,,
212,1138,journalArticle,2013.0,"Lubarsky, Jilian",Join the #AGS13 Twitter Conversation.,Journal of the American Geriatrics Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=86699612&site=ehost-live,The article reports on opportunities which members of the American Geriatrics Society have to become annual meeting Twitter correspondents for the society's 2013 annual general meeting and presents information on joining the online social media site Twitter.,Social media; Conferences & conventions; American Geriatrics Society; Business networks,SocIndex,0,,,,,,,
213,1139,journalArticle,2020.0,"Radomski, Thomas R.; Gellad, Walid F.",Reply to Comment on Low‐Value Prostate Cancer Screening Among Older Men Within the Veterans Health Administration.,Journal of the American Geriatrics Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=141130842&site=ehost-live,This letter comments on the letter by Shah and Ioffe. Twitter handles for co‐author: @walidgellad [ABSTRACT FROM AUTHOR],Old age; Early detection of cancer; Health of older men; Prostate cancer; Prostate tumors; Prostate-specific antigen; Veterans' hospitals,SocIndex,0,,,,,,,
214,1140,journalArticle,2016.0,"Fisher, James M.",I'm Not Sure I Follow You Doctor ...,Journal of the American Geriatrics Society,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=118910548&site=ehost-live,A personal narrative is presented in which the author reflects on realizing he knew a patient despite not having met him before because he followed the patient on the microblog service Twitter and on Britain's General Medical Council issued specific guidance to doctors on the use of social media and professional physician-patient relations.,Social media; Blogs; Physician-patient relations,SocIndex,0,,,,,,,
215,1141,journalArticle,2021.0,"Hayden, Cori",From connection to contagion.,Journal of the Royal Anthropological Institute,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=149731917&site=ehost-live,"This essay proposes that we 'think data' with a complex legacy of work, once disavowed and now resurgent in social theory, on crowd formations. I propose this move because social media platforms' mobilization of data – the extractions, ever‐shifting reaggregations, and micro‐targeting, on the one hand, and our engagements, re‐tweets, acts of sharing, and production of virality, on the other – has fuelled such anxious concern about the very things that animated much crowd theory in the first place. Key among these concerns are the force of emotional contagion and the threat of social dissolution; the composition of 'the social' by elements that well exceed the human; and pressing questions about the media through which energetic forces travel, often with lightning speed. What questions might be enabled by attending to the resonance between crowd theory's 'anti‐liberal' preoccupations and contemporary concerns over how social media platforms crowd us? (English) [ABSTRACT FROM AUTHOR]",Social media; Social theory; Microblogs; Viral marketing; Emotional contagion,SocIndex,0,,,,,,,
216,1142,journalArticle,2020.0,"Patton, Desmond U.; Blandfort, Philipp; Frey, William R.; Schifanella, Rossano; McGregor, Kyle; Chang, Shih-Fu U.",VATAS: An Open-Source Web Platform for Visual and Textual Analysis of Social Media.,Journal of the Society for Social Work & Research,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=142204925&site=ehost-live,"Social media have created a new environmental context for the study of social and human behavior and services. Although social work researchers have become increasingly interested in the use of social media to address social problems, they have been slow to adapt tools that are flexible and convenient for analyzing social media data. They have also given inadequate attention to bias and representation inherent in many multimedia data sets. This article introduces the Visual and Textual Analysis of Social Media (VATAS) system, an open-source Web-based platform for labeling or annotating social media data. We use a case study approach, applying VATAS to a study of Chicago, IL, gang-involved youth communication on Twitter to highlight VATAS' features and opportunities for interdisciplinary collaboration. VATAS is highly customizable, can be privately held on a secure server, and allows for export directly into a CSV file for qualitative, quantitative, and machine-learning analysis. Implications for research using social media sources are noted. [ABSTRACT FROM AUTHOR]",Social media; Content analysis; social media; Social services; machine learning; Social problems; Human behavior; qualitative; Gang members; Chicago (Ill.); data analysis; multimedia,SocIndex,0,,,,,,,
217,1149,journalArticle,2014.0,"Marwick, Alice; boyd, danah",‘It's just drama’: teen perspectives on conflict and aggression in a networked era.,Journal of Youth Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=98775160&site=ehost-live,"Contemporary youth conflict often plays out through social media like Facebook and Twitter. ‘Drama’ is an emergent concept describing performative, interpersonal conflict that takes place in front of an active, engaged audience, often on social media. Using ethnographic data, this paper examines how American teenagers conceptualize the term drama; the relationship between drama and social media; and the implications drama has for understanding contemporary teenage conflict. The emic use of drama distances teens from practices conceptualized by adults as bullying or relational aggression, while acknowledging the role of the audience in social media interactions. Drama also serves to reinforce the conventional gendered norms of high school, perpetrating the systemic undervaluing of feminine subjects and re-inscribing heteronormativity. Understanding how drama operates helps illuminate how widespread use of social media among teenagers has altered dynamics of aggression and conflict. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Communication; social media; Facebook (Web resource); youth; Aggression (Psychology); Adolescent psychology; bullying; drama; relational aggression; teenagers,SocIndex,214,,,,,,,
218,1151,journalArticle,2020.0,"Morzenti, Hanna E.; Gonzalez-Pons, Kwynn",Attitudes Towards Ban the Box: A Content Analysis of Tweets.,Justice Policy Journal,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=148053441&site=ehost-live,"Ban the Box is a social justice movement that advocates for employers to evaluate individuals with prior justice system involvement based on their job skills rather than their criminal record. The purpose of the present study was to identify and discuss Ban the Box-related themes in a sample of Twitter posts. Using the social media platform Twitter, researchers collected a 58-day sample of public posts that used the hashtag Ban the Box (#BantheBox). A qualitative thematic analysis was used to assess the content of tweets to identify underlying themes related to the Ban the Box movement. Two researchers independently coded the contents of each original tweet (N=204) and reached consensus on identified themes. Results showed two underlying themes: first, risky business or the perceived risks businesses take in hiring persons with prior justice system involvement, and second, that individuals with prior justice system involvement are a vulnerable population. This study highlights how Twitter is used to communicate about social justice-related issues. Further, this paper serves as a call to action for policymakers, social workers, and researchers to consider this medium when advocating for individuals with prior justice system involvement. [ABSTRACT FROM AUTHOR]",Microblogs; Content analysis; Attitude (Psychology); Job involvement; Job skills,SocIndex,-,,,,,,,
219,1161,journalArticle,2019.0,"Myers, MJ","The classroom, the campus, and beyond: Using Twitter to connect in #Latinxstudies courses",LATINO STUDIES,10.1057/s41276-019-00175-1,,"This article examines how Twitter can be used as a pedagogical tool in the Latinx studies classroom to connect students to a more expansive Latinx network beyond the local or campus community. The use of a course hashtag and careful delineation of a class Twitter project allows students to actively engage in national discussions related to Latinx studies and to critically (and virtually) curate an individual response to current events. This article includes a mixed-methods assessment of the use of Twitter in the Latinx studies classroom over a period of three semesters in an introductory-level course at a large, Midwestern, public institution.",Social media; Twitter; COMMUNICATION; Critical thinking; Digital literacy; Digital pedagogies,WOS,-,,,,,,,
