,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
821,journalArticle,2022.0,"Knüpfer, Curd; Hoffmann, Matthias; Voskresenskii, Vadim",Hijacking MeToo: transnational dynamics and networked frame contestation on the far right in the case of the '120 decibels' campaign.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=157176740&site=ehost-live,"This paper presents a case study of a digitally enabled mode of transnationally networked framing by far-right actors. We analyze the reach and strategic aims of the '120 decibels' campaign, launched by members of the Austrian Identitarian Movement via social media in early 2018 in an attempt to latch onto the prominence of the MeToo hashtag (#MeToo). We argue that this constituted a form of discursive 'hijacking,' marked by a narrowing of the scope of the problem definition and a reformulation of the political demands. We draw on user-generated Twitter data and focus on geolocation markers and language clusters in order to investigate the transnational scope of these coordinated efforts. We employ content analysis to investigate the campaign's strategic use of #MeToo. Our findings show distinct clusters of German-Austrian – and UK-US-based user groups, from which we infer directionalities in the transnational spread of the campaign. We demonstrate how the initial dissemination of the hashtag was driven by influential individual nodes within their respective networks and tied to #MeToo. The results point toward transnational networking activities among the far right and illustrate emerging dynamics between progressive and reactionary forms of digitally enabled networked framing. [ABSTRACT FROM AUTHOR]",Social media; Content analysis; Social movements; MeToo movement; Frames (Social sciences); connective action; networked framing; far-right politics; hijacking campaign; Location data; Transnational networks,SocIndex,28,,,,,,,
822,journalArticle,2022.0,"Nissenbaum, Asaf; Shifman, Limor","Laughing alone, together: local user-generated satirical responses to a global event.","Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=157176735&site=ehost-live,"This paper presents a first systematic analysis and conceptualization of local comic responses to global events, as articulated by internet users. We probed the multifaceted interactions between the global-local and entertaining-disruptive dimensions of contemporary satire through a cross-linguistic analysis of reactions to Donald Trumps' election. Using a combination of qualitative methods, we analyzed humorous messages in Arabic, Chinese, English, German, and Spanish (n = 321) on Twitter and Weibo during November 2016. We found that globally shared themes are mainly apolitical and entertaining, while glocal responses align with three ideal types, which we term inbound, transitional, and outbound satire. Each type of satire featured a distinct combination of protagonists, targets and humor mechanisms. In conclusion, we discuss how cross-national satire on social media problematizes the (already murky) distinction between entertaining and disruptive satire, why satire is uniquely equipped to domesticate global affairs through estrangement, and how our typology may be linked to bilateral relations between countries in the contemporary international arena. [ABSTRACT FROM AUTHOR]","Donald Trump; International relations; Internet users; satire; Satire; User-generated content; Trump, Donald, 1946-; Laughter; Humor; digital culture; Disruptive innovations; globalization; Glocalization; localization",SocIndex,9,,,,,,,
823,journalArticle,2022.0,"Rohlinger, Deana A.; Allen, Warren; DeLucchi, Caitria",Framing dynamics and claimsmaking after the Parkland shooting.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=156580708&site=ehost-live,"This paper unpacks how dynamic political and media systems shape the kinds of frames political actors champion, when and how they express support for frames and the implications of both for individual claimsmaking. To do so, we conduct a rigorous qualitative analysis of discourse during a two-week period in which the Florida legislature considered and passed the Marjory Stoneman Douglas High School Public Safety Act after a shooter killed 17 people in Parkland, Florida. We systematically explore how two framing dynamics – competition and amplification – shape what frames political actors champion and the relative effects of these dynamics on individual claimsmaking in 438 letters to the editor and op-eds appearing in mainstream outlets, 4,962 emails sent to Florida Governor Rick Scott, and 1,000 tweets. We find that amplification and competition shape the relative visibility of frames and the frequency with which individuals use these frames in their claimsmaking. Generally speaking, gun control and progressive groups selectively amplified frames associated with the emerging, student-led Never Again Marjory Stoneman Douglas movement and legislative frames that were consistent with their goals. This seems to have increased the visibility of these ideas in mainstream outlets and influenced claimsmaking insofar as individuals drew on amplified frames across the forums relatively frequently. This was not true of frames opposing gun control. Gun rights groups bickered with politicians and among themselves. As a result, gun rights frames were less prevalent in mainstream discourse and in individual claimsmaking. [ABSTRACT FROM AUTHOR]","framing; Discourse analysis; Frames (Social sciences); politics; Mass media & politics; claimsmaking; Social Movements; Florida; gun control; Gun control; Gun laws; gun rights; Scott, Rick, 1952-",SocIndex,0,,,,,,,
824,journalArticle,2016.0,"Golan, Guy J.; Himelboim, Itai",Can World System Theory predict news flow on twitter? The case of government-sponsored broadcasting.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=114014851&site=ehost-live,"Social media platforms provide world governments with the opportunity to distribute news content from their broadcast channels directly to foreign publics [Wallerstein, I. (1974).The modern world system. New York: Academic Press] World System Theory, which has successfully explained and predicted the structure of international news flow, is now being challenged. Specifically, these social platforms undermined assumptions regarding the one-way flow of information toward audiences and the exclusive institutional nature of the players in the international system. This study examines the unique case of government-sponsored news media and its international news flow. It finds that while the structure of the international news flow on Twitter exhibits a hierarchical core–periphery structure, non-institutional actors (e.g. bloggers) conformed less than institutional players (e.g. governments and news media) to that structure. This study also found that non-institutional actors assumed the role of bridging news sources and audiences, a role traditionally reserved for a small minority of elite news media. The growing and diversified pool of information mediators resulted in a more fragmented network of news flow, siloed, rather than interconnected. Research findings are synthesized and analyzed in the context of international broadcasting and social media scholarship. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); public diplomacy; Journalism; network analysis; journalism; international broadcasting; International broadcasting; World system theory; World System Theory,SocIndex,50,,,,,,,
825,journalArticle,2016.0,"Arvidsson, Adam; Caliandro, Alessandro; Airoldi, Massimo; Barina, Stefania",Crowds and value. Italian Directioners on Twitter.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=114014836&site=ehost-live,"This paper addresses crowd-based dynamics of value creation in participatory culture. Based on a corpus of 114,931 tweets associated with One Direction and similar boy bands, we draw on recent theories of crowd-based organization in digital media as well as classical crowd theory to build a theoretical model of collective value creation. In our model, the achievement of value in the form of trending and individual microcelebrity is based on affectively driven processes of imitation, rather than on rational evaluation and deliberation. We contrast this model with established accounts of microcelebrity and draw out implications for theories of crowd-based organization in digital media and for theories of participatory culture and collaborative value creation in general. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); social media; Digital media; media studies; communication studies; Sociology; Boy bands; Male singers; One Direction (Performer); political economy; Social Theory,SocIndex,64,,,,,,,
826,journalArticle,2022.0,"Jaramillo-Dent, Daniela","Instagram: visual social media cultures: by Tama Leaver, Tim Highfield and Crystal Abidin, Medford, MA: Polity Press, 2020, 264 pp., $22.95 (paperback), ISBN: 978-1-5095-3438-8.","Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=158078458&site=ehost-live,"Understanding the ways in which social media platforms promote and constrain creative, representational, and ideological practices is not an easy task, especially while delving into their complexities and everchanging nature. Also, the authors broaden the reach of the book through an invitation for readers to follow Twitter and Instagram profiles devoted to expanding and updating the most current theoretical and empirical debates revolving around Instagram. The second chapter relates to the aesthetics promoted by Instagram, where the authors dig into the different explorations of the visual and multimodal sensemaking needed to understand the complex and layered nature of Instagram. [Extracted from the article]",Social media; Virtual communities; Political systems; Crystals; Instagram: Visual Social Media Cultures (Book); Medford (Or.); Physiological adaptation; Scientific method,SocIndex,0,,,,,,,
827,journalArticle,2018.0,"Raynauld, Vincent; Richez, Emmanuelle; Boudreau Morris, Katie",Canada is #IdleNoMore: exploring dynamics of Indigenous political and civic protest in the Twitterverse.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=126756907&site=ehost-live,"Social media have been playing a growingly important role in grassroots protest over the last five years. While many scholars have explored dynamics of political cyberprotest (e.g., the ongoing transnational Occupy movement, the 2012 Quebec student strike, the student-led protest movement in Chile between 2011 and 2013), few have studied sub-dynamics relating to ethno-cultural minorities’ uses of social media to gain visibility, mobilize support, and engage in political and civil action. We fill part of this gap in the academic literature by investigating uses of Twitter for political engagement in the context of the Canada-based Idle No More movement (INM). This ongoing protest initiative, which emerged in December 2012, seeks to mobilize Indigenous Peoples in Canada and internationally as well as their non-Indigenous allies. It does so by bringing attention to their culture, struggles, and identities as well as advocating for changes in policy areas relating to the environment, governance, and socio-economic matters. Our study explores to what extent references to aspects of Indigenous identities and culture shaped INM-related tweeting and, by extension, activism during the summer of 2013. We conducted a quantitative and qualitative content analysis of 1650 #IdleNoMore tweets shared by supporters of this movement between 3 July 2013 and 2 August 2013. Our study demonstrates that unlike other social media-intensive movements where economic and political concerns were the primary drivers of political and civil engagement, aspects of Indigenous culture influenced information flows and mobilization among #IdleNoMore tweeters. [ABSTRACT FROM AUTHOR]",Social media; Social change; Collective action; Social movements; Social justice; Neoliberalism; cultural activism; grassroots mobilization; identity politics; Idle No More; Indigenous peoples,SocIndex,90,,,,,,,
828,journalArticle,2016.0,"Bonini, Tiziano; Caliandro, Alessandro; Massarelli, Alessandra",Understanding the value of networked publics in radio: employing digital methods and social network analysis to understand the Twitter publics of two Italian national radio stations.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=110643228&site=ehost-live,"Radio audiences are today a mix of traditional radio broadcasting audiences and networked publics (boyd, d. [2007]. Why youth (heart) social network sites: The role of networked publics in teenage social life. In D. Buckingha (Ed.),MacArthur foundation series on digital learning–youth, identity, and digital media volume(pp. 119–142). Cambridge, MA: MIT Press; Ito, M. [2008]. Introduction. In K. Varnelis (Ed.),Networked publics(pp. 1–14). Cambridge, MA: MIT Press; Varnelis, K. (Ed.). [2008].Networked publics. Cambridge, MA: MIT Press; Varnelis, K. (Ed.). [2008].Networked publics. Cambridge, MA: MIT Press; boyd, d. [2011]. Social network sites as networked publics: Affordances, dynamics, and implications. In Z. Papacharissi (Ed.),A networked self identity, community, and culture on social network sites(pp. 39–58). London: Routledge). This not only means that new media is changing the nature of listeners/viewers, transforming them into interactive users, but also that radio publics, once organized into networks, may have different properties, different behaviours and different values. In this paper, we have employed Digital Methods (DM) (Rogers, R. [2009].The end of the virtual. Amsterdam: Amsterdam University Press) and social network analysis to understand the Twitter activity and the communicative dynamics of the audiences of two Italian national radio stations: Radio3 Rai (public service station) and Radio Deejay (private commercial station). This work also aims to respond to a question asked by Rogers when defining DM: ‘Could the information contained in profiles on social networking sites provide different insights into the composition and characteristics of publics?’ (Rogers, R. [2009].The end of the virtual. Amsterdam: Amsterdam University Press). Based on the results that have emerged from this study, we believe that the answer can be affirmative: the analysis of the social connections and the interaction models of the networked listeners highlights new features of these audiences, and allows us to reevaluate and understand them from new points of view. This work shows that the digital audiences related to the two radio stations clearly distinguish themselves for their distinctive online behaviour and a different display of social networks, cultural capital and affect. We therefore hypothesize the presence of three different types of capital within the two different audiences analysed: social, cultural and affective capital. [ABSTRACT FROM PUBLISHER]",social media; network analysis; digital methods; Social capital; Online social networks research; audience studies; Media studies; sociology; Cultural capital; Radio audiences; Radio broadcasting research; Radio stations,SocIndex,27,,,,,,,
829,journalArticle,2015.0,"Siapera, Eugenia; Hunt, Graham; Lynn, Theo","#GazaUnderAttack: Twitter, Palestine and diffused war.","Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=109539516&site=ehost-live,"An introduction is presented in which the editor discusses various reports within the issue on topics including communication and war, influence of social media post Twitter, and mediatization of Gaza and the Palestinian crisis.","Twitter (Web resource); Israel-Gaza conflict, 2006-; War in mass media",SocIndex,67,,,,,,,
830,journalArticle,2020.0,"Robles, José Manuel; Velez, Daniel; De Marco, Stefano; Rodríguez, J. Tinguaro; Gomez, Daniel",Affective homogeneity in the Spanish general election debate. A comparative analysis of social networks political agents.,"Information, Communication & Society",,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=141097045&site=ehost-live,"Many experts in the social sciences are studying the extent to which the agents of democratic political systems tend to strengthen their points of view to such an extent that it reduces their capacity to engage and debate with those who hold different points of view. This phenomenon, called polarization, is also present in public debate on social networks and has generated a significant number of studies and empirical research. In this context, a few noteworthy factors in the study of polarization are the concepts of 'homophily' and 'homogeneity'. These terms refer to the fragmenting effect of social networks and are the consequence of the common characteristics and attributes of the members that comprise them. In this work, we analyze this phenomenon in relation with the General Elections for the Presidency of Spain and, particularly, in the case of the candidature of the political party UnidosPodemos. We used data from the Twitter social network to analyze the subjects of debate, and the affective positions in relation with each of these. We found that the most active political agents had postures that were clearly homogenized in affective terms. Finally, we discuss the polarizing effects of this homogenization. [ABSTRACT FROM AUTHOR]",Social networks; Elections; Twitter; Social network analysis; Spain; political communication; polarization; Online social networks; Debate; social networks; Homogeneity; Comparative studies; Homophily; homogeneity,SocIndex,17,,,,,,,
