,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Mis/Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
1061,journalArticle,2014.0,"Dhar, Joydip; Jha, Abhishek Kumar",Analyzing Social Media Engagement and its Effect on Online Product Purchase Decision Behavior.,Journal of Human Behavior in the Social Environment,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=98529915&site=ehost-live,"The continuous progress of society in using online resources has given opportunity to many business executives to utilize social media for their brand promotion or recognition. Organizations utilize social media sites like Twitter, Facebook, LinkedIn, Flicker, Google Plus, and YouTube to promote their product, service, or brand worldwide. Increase of consumer engagement in online social activities has forced companies to integrate social media factors into their marketing strategy. The objective of this study is to find the important factors on which the online purchasing decision depends, based on the personality types of consumers and their attitude toward social media with brand perception. [ABSTRACT FROM AUTHOR]",Social media; Acquisition of property; social media; Social skills; India; Marketing; Questionnaires; Personality; Consumer attitudes; Decision making; brand perception; consumer engagement; Consumers; Personality assessment; Personality traits; regression model,SocIndex,46,,,,,,,
1062,journalArticle,2018.0,"Bennett, Samuel","New “Crises,” Old Habits: Online Interdiscursivity and Intertextuality in UK Migration Policy Discourses.",Journal of Immigrant & Refugee Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=128375291&site=ehost-live,"In this article I analyze Twitter accounts of key political actors to show that the topoi and legitimation strategies these actors employ change over time and argue that this change is in reaction to specific (mediatized) events throughout 2015. I also argue that such discourses can be seen as recontextualizations of existing discourses that have been present in the UK public sphere for a number of years. Situated within the critical discourse paradigm, the analysis takes a multimodal, multigeneric approach that includes both tweets and hyperlinked texts to show how Twitter offers new possibilities of hyper(inter)textual legitimation strategies. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Twitter; Content analysis; Social change; Discourse analysis; recontextualization; critical discourse analysis; mediatization; legitimation; Hypertext systems; Migration; refugees,SocIndex,50,,,,,,,
1063,journalArticle,2018.0,"Krzyżanowski, Michał",“We Are a Small Country That Has Done Enormously Lot”: The ‘Refugee Crisis’ and the Hybrid Discourse of Politicizing Immigration in Sweden.,Journal of Immigrant & Refugee Studies,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=128375298&site=ehost-live,"This article looks at mainstream political discourses about immigration in Sweden during the recent “refugee crisis”. It argues that different patterns of politicization of immigration have traditionally dominated in Sweden and focuses on Swedish mainstream politics wherein, as is shown, explicit focus on politicization via (previous as well as current) immigration-related policies still persists. However, as the analysis of Sweden's Social Democratic Party's Twitter discourse shows, a hybrid new discourse of politicization is now emerging. It allows political actors to legitimize immigration policy with often populist-like politicization and the use of new modes of online political communication. [ABSTRACT FROM AUTHOR]",Immigration law; Emigration & immigration; Sweden; Critical discourse analysis; Twenty-first century; Refugees; critical discourse studies; refugee crisis; immigration policy; legitimation strategies; political discourse; politicization; Sveriges socialdemokratiska arbetareparti (Political Party : Sweden); Swedish politics & government,SocIndex,98,,,,,,,
1064,journalArticle,2018.0,"Bennett, S","New ""Crises,"" Old Habits: Online Interdiscursivity and Intertextuality in UK Migration Policy Discourses",JOURNAL OF IMMIGRANT & REFUGEE STUDIES,10.1080/15562948.2016.1257753,,"In this article I analyze Twitter accounts of key political actors to show that the topoi and legitimation strategies these actors employ change over time and argue that this change is in reaction to specific (mediatized) events throughout 2015. I also argue that such discourses can be seen as recontextualizations of existing discourses that have been present in the UK public sphere for a number of years. Situated within the critical discourse paradigm, the analysis takes a multimodal, multigeneric approach that includes both tweets and hyperlinked texts to show how Twitter offers new possibilities of hyper(inter) textual legitimation strategies.",Twitter; recontextualization; critical discourse analysis; mediatization; legitimation; Migration; refugees; TWITTER,WOS,50,,,,,,,
1065,journalArticle,2018.0,"Krzyzanowski, M","""We Are a Small Country That Has Done Enormously Lot"": The 'Refugee Crisis' and the Hybrid Discourse of Politicizing Immigration in Sweden",JOURNAL OF IMMIGRANT & REFUGEE STUDIES,10.1080/15562948.2017.1317895,,"This article looks at mainstream political discourses about immigration in Sweden during the recent ""refugee crisis"". It argues that different patterns of politicization of immigration have traditionally dominated in Sweden and focuses on Swedish mainstream politics wherein, as is shown, explicit focus on politicization via (previous as well as current) immigration-related policies still persists. However, as the analysis of Sweden's Social Democratic Party's Twitter discourse shows, a hybrid new discourse of politicization is now emerging. It allows political actors to legitimize immigration policy with often populist-like politicization and the use of new modes of online political communication.",POLICY; Sweden; COMMUNICATION; DEMOCRACY; STATE; ISSUE; critical discourse studies; refugee crisis; immigration policy; legitimation strategies; political discourse; politicization; NEOLIBERALISM; PARTY SUCCESS,WOS,98,,,,,,,
1066,journalArticle,2022.0,"Banks, Isabella",Facilitating #dialogue or #buildingsupport? An Exploration of the International Criminal Court's Use of 280 Characters.,Journal of International Criminal Justice,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=157620376&site=ehost-live,"This systematic study of the International Criminal Court (ICC)'s stakeholder communication on Twitter brings attention to the largely unexamined phenomenon of the ICC's active presence on social media. It answers the following research question: 'To what extent has the ICC used Twitter to facilitate dialogue and exchange with its stakeholders as opposed to one-way information provision?' Literary research and the descriptive analysis of 1,712 tweets and retweets published by @IntlCrimCourt between November 2017 and June 2019 reveal that the ICC primarily used Twitter to provide information and build support among its most powerful stakeholders. Notwithstanding its stated commitment to two-way stakeholder communication, the ICC made little to no effort to solicit feedback or generate dialogue on Twitter. These findings reveal the opportunities and limitations of Twitter as a mechanism to communicate with stakeholders and highlight the difficult position the ICC finds itself in as an international judicial institution dependent on state support. [ABSTRACT FROM AUTHOR]",Twitter (Web resource); Twitter Inc.; International Criminal Court; Literary research; Stakeholder analysis,SocIndex,0,,,,,,,
1067,journalArticle,2022.0,"Hale, Christopher 'Kip'",Are We a Bigger Problem Than We Realize? International Criminal Justice and the Need for Self-scrutiny among (Online) Commentators.,Journal of International Criminal Justice,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=157620385&site=ehost-live,"The impact of social media — in particular Twitter — on the field of international criminal justice cannot be overstated. Thanks to an active community of online commentators made up primarily of academics, researchers, staff of non-governmental organizations and journalists, Twitter is a vibrant place to monitor the pulse of international criminal law generally and the International Criminal Court specifically. Twitter, thus, uniquely elevates a comparatively small commentator class and amplifies their narratives about the field of international criminal justice. Yet with an apparent lack of voices from across the diverse community of practitioners, or the input of diplomats and technocrats who make the field possible, commentators may exert a disproportionate influence over public perceptions of international criminal justice. Cognisant of the stark interplay between politics and law in international criminal justice — often including powerful forces with nefarious agendas — and an abundance of individuals motivated by a desire to be seen and heard, this community may at times exhibit problematic behaviours (unwittingly or otherwise). This article dissects these issues of online communication, and argues that greater care with commentary may be the best salve to these cultural flaws in the formation of public perception. [ABSTRACT FROM AUTHOR]",Social media; Public opinion; International Criminal Court; Criminal justice system; Criminal justice agencies,SocIndex,0,,,,,,,
1068,journalArticle,2022.0,"Plastina, Anna Franca",#BoomerDoomer and #BoomerRemover: Discriminatory discursive strategies in the representation of the COVID-19 risk group on Twitter.,Journal of Language & Discrimination,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=157018935&site=ehost-live,"A chronological-age 'risk group' has been singled out since the onset of the current pandemic due to the higher risk of serious illness and mortality from COVID-19 closely associated with 'older age'. While this categorisation does not presuppose discrimination in itself, it appears to be a precondition for discursive discrimination. COVID-19 age-related risks have particularly exacerbated ageism on social media, fuelling discourses driven by intergenerational tension. Despite the importance of social media in contemporary communication, there is still scant research on the representation of ageism in these environments. This paper attempts to fill this void by exploring millennials' use of the derogatory Twitter hashtags #BoomerDoomer and #BoomerRemover to discriminate 'baby boomers' as the COVID-19 risk group. Informed by Critical Discourse Analysis (CDA) showing interest in discriminatory discourse in the media, the study aims at disclosing the main themes and discursive strategies used to construe ageist content in a sample of original tweets posted during the initial stage of the disease outbreak when the hashtags were trending. Framed by a CDA taxonomy of discriminatory discursive strategies, the combined thematic and discourse analysis highlights how the chosen topics and discursive strategies subtly perpetuate ageism, thus suggesting its resurgence in the COVID-19 era. [ABSTRACT FROM AUTHOR]",COVID-19; Discourse analysis; Disease outbreaks; Critical discourse analysis; Ageism; AGEISM; COVID-19 RISK GROUP; DISCRIMINAGING HASHTAGS; DISCRIMINATORY DISCURSIVE STRATEGIES; Intergenerational relations; INTERGENERATIONAL TENSION,SocIndex,0,,,,,,,
1069,journalArticle,2016.0,"Carr, H; Cowan, D",What's the Use of a Hashtag? A Case Study,JOURNAL OF LAW AND SOCIETY,10.1111/j.1467-6478.2016.00761.x,,"Although there are now sophisticated techniques for the analysis of social media, socio-legal studies has yet to draw on them fully. In this article, we demonstrate how Twitter can produce insights about protest, law, and legality, through a case study of protests against the 'bedroom tax'. The first involved challenging a policy in the courts using a test case or cases. We discuss the litigation strategies and the mess they created and counterpose those strategies with those of four 'tweeps' who participated in our study. We argue that, despite the small number of participants, these people have, in their own way, been enormously influential and made things happen. Our position is not evaluative of the different strategies - but, rather, one that recognizes that legality is mobilized in different ways.",LAW; LEGAL CONSCIOUSNESS,WOS,7,,,,,,,
1070,journalArticle,2023.0,"Thurson, Katie M.; Gagnon, Ryan J.; Garst, Barry A.; Sharaievska, Iryna","Vaccine hesitancy, parental concerns, and COVID-19 in a digital leisure context: Implications for out-of-school time.",Journal of Leisure Research,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=162056598&site=ehost-live,"Due to the increasing prevalence of parental vaccine hesitancy or refusal, it is important to understand parental motives for vaccine hesitancy. This study examines social media conversations and commentaries regarding concerns about parenting, vaccine hesitancy, and the COVID-19 pandemic within an in-person leisure and recreation context: out-of-school time (OST) programs. A generative, probabilistic Bayesian machine learning model was used to analyze 31,925 tweets and group them into seven categories: Government, Feelings, School, Public Health, Christmas, Risk and Safety, and Families. As a result, recommendations for research and practice are discussed in connection to both OST programs and digital leisure, including a diverse range of vaccine hesitancy motivations related to children and parents, communication management strategies for OST professionals, and the impact of the politization of leisure in a digital leisure context. [ABSTRACT FROM AUTHOR]",vaccine hesitancy; Digital leisure; machine-learning; out-of-school time,SocIndex,1,,,,,,,
