,Item Type,Publication Year,Author,Title,Publication Title,DOI,Url,Abstract Note,Keywords,Database,Citation,"Social Movements, politics, policy, and Activism",News,Misinformation or Disinformation,Social Stratification or Segregation,Economic sociology,Health,Other
68,journalArticle,2017.0,"ALLEN, JEFFREY",Tales from the Inbox.,American Journal of Family Law,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=119428498&site=ehost-live,"The article focuses on the risks associated with opening strange emails and access to data and confidential information. It mentions that newspaper ""San Francisco Chronicle"" has reported that the LeakedSource Web site had reported that it has a cache of 33 million Twitter records including password and a young woman who works for a tech startup and was victimized by a phony text message purportedly from Google. It also mentions that risk of cyberthreat for lawyers.",Twitter (Web resource); Text messages; Attorney-client privilege; Computer passwords; Email security; Security systems,SocIndex,51,,,,,,,
69,journalArticle,2020.0,"COENEN, TRACY",Expert Witnesses and Social Media.,American Journal of Family Law,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=143446843&site=ehost-live,"The article focuses on several social media platforms give attorneys and expert witnesses an opportunity to write about what they know and promote their businesses and expertise. It mentions LinkedIn can be used even more strategically in business, since it was designed for professional interactions and mind include race and religion. It also mentions expert witness will have a credibility problem because of blogging or posting on sites like Twitter or LinkedIn.",Social media; Twitter (Web resource); Religion; LinkedIn (Web resource); Expert evidence,SocIndex,92,,,,,,,
70,journalArticle,2015.0,"BRANDT, JENNIFER; FEEHAN, MEGAN K.",Social Media Influences on the Practice of Family Law.,American Journal of Family Law,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=101056260&site=ehost-live,"The article discusses various ways in which social media (SM) can influence the practice of family law in America, and it mentions a Pew Research Center study which indicates that 71 percent of adult Internet users have engaged in activities on SM networking Web sites such as Facebook, Twitter, and Instagram. The role of SM in divorce litigation is addressed, including the use of SM postings as evidence. U.S. court rules and the authentication of SM-related evidence are examined.",United States; Social influence; Social media laws; Actions & defenses (Law); Court rules; Divorce; Domestic relations; Internet users -- Research; Law -- Cases; Legal evidence; Practice of law; Practice of law -- Social aspects,SocIndex,20,,,,,,,
71,journalArticle,2022.0,"Hohl, Alexander; Choi, Moongi; Yellow Horse, Aggie J.; Medina, Richard M.; Wan, Neng; Wen, Ming","Spatial Distribution of Hateful Tweets Against Asians and Asian Americans During the COVID-19 Pandemic, November 2019 to May 2020.",American Journal of Public Health,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=155913531&site=ehost-live,"Objectives. To illustrate the spatiotemporal distribution of geolocated tweets that contain anti-Asian hate language in the contiguous United States during the early phase of the COVID-19 pandemic. Methods. We used a data set of geolocated tweets that match with keywords reflecting COVID-19 and anti-Asian hate and identified geographical clusters using the space-time scan statistic with Bernoulli model. Results. Anti-Asian hate language surged between January and March 2020. We found clusters of hate across the contiguous United States. The strongest cluster consisted of a single county (Ross County, Ohio), where the proportion of hateful tweets was 312.13 times higher than for the rest of the country. Conclusions. Anti-Asian hate on Twitter exhibits a significantly clustered spatiotemporal distribution. Clusters vary in size, duration, strength, and location and are scattered across the entire contiguous United States. Public Health Implications. Our results can inform decision-makers in public health and safety for allocating resources for place-based preparedness and response for pandemic-induced racism as a public health threat. (Am J Public Health. 2022;112(4):646–649. https://doi.org/10.2105/AJPH.2021.306653 [ABSTRACT FROM AUTHOR]",Twitter (Web resource); COVID-19 pandemic; Public health; Anti-Asian racism; Racism,SocIndex,3,,,,,,,
72,journalArticle,2021.0,"Yulin Hswen; Xiang Xu; Hing, Anna; Hawkins, Jared B.; Brownstein, John S.; Gee, Gilbert C.","Association of ""#covid19"" Versus ""#chinesevirus"" With Anti-Asian Sentiments on Twitter: March 9-23, 2020.",American Journal of Public Health,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=150532692&site=ehost-live,"Objectives. To examine the extent to which the phrases, ""COVID-19"" and ""Chinese virus"" were associated with anti-Asian sentiments. Methods. Data were collected from Twitter's Application Programming Interface, which included the hashtags ""#covid19"" or ""#chinesevirus."" We analyzed tweets from March 9 to 23, 2020, corresponding to the week before and the week after President Donald J. Trump's tweet with the phrase, ""Chinese Virus."" Our analysis focused on 1 273 141 hashtags. Results. One fifth (19.7%) of the 495 289 hashtags with #covid19 showed anti-Asian sentiment, compared with half (50.4%) of the 777 852 hashtags with #chinesevirus. When comparing the week before March 16, 2020, to the week after, there was a significantly greater increase in anti-Asian hashtags associated with #chinesevirus compared with #covid19 (P < .001). Conclusions. Our data provide new empirical evidence supporting recommendations to use the lessstigmatizing term ""COVID-19,"" instead of ""Chinese virus."". [ABSTRACT FROM AUTHOR]",Twitter (Web resource); COVID-19; Anti-Asian racism; Racism; Social stigma; Terms & phrases,SocIndex,158,,,,,,,
73,journalArticle,2020.0,"Dunn, Adam G.; Surian, Didi; Dalmazzo, Jason; Rezazadegan, Dana; Steffens, Maryke; Dyda, Amalie; Leask, Julie; Coiera, Enrico; Dey, Aditi; Mandl, Kenneth D.",Limited Role of Bots in Spreading Vaccine-Critical Information Among Active Twitter Users in the United States: 2017–2019.,American Journal of Public Health,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=146194627&site=ehost-live,"Objectives. To examine the role that bots play in spreading vaccine information on Twitter by measuring exposure and engagement among active users from the United States. Methods. We sampled 53 188 US Twitter users and examined who they follow and retweet across 21 million vaccine-related tweets (January 12, 2017–December 3, 2019). Our analyses compared bots to human-operated accounts and vaccine-critical tweets to other vaccine-related tweets. Results. The median number of potential exposures to vaccine-related tweets per user was 757 (interquartile range [IQR] = 168–4435), of which 27 (IQR = 6–169) were vaccine critical, and 0 (IQR = 0–12) originated from bots. We found that 36.7% of users retweeted vaccine-related content, 4.5% retweeted vaccine-critical content, and 2.1% retweeted vaccine content from bots. Compared with other users, the 5.8% for whom vaccine-critical tweets made up most exposures more often retweeted vaccine content (62.9%; odds ratio [OR] = 2.9; 95% confidence interval [CI] = 2.7, 3.1), vaccine-critical content (35.0%; OR = 19.0; 95% CI = 17.3, 20.9), and bots (8.8%; OR = 5.4; 95% CI = 4.7, 6.3). Conclusions. A small proportion of vaccine-critical information that reaches active US Twitter users comes from bots. [ABSTRACT FROM AUTHOR]",Medicine information services; Twitter (Web resource); Health promotion; Vaccines; Intelligent agents; Medical decision making,SocIndex,31,,,,,,,
74,journalArticle,2020.0,"Jamison, Amelia; Broniatowski, David A.; Smith, Michael C.; Parikh, Kajal S.; Malik, Adeena; Dredze, Mark; Quinn, Sandra C.",Adapting and Extending a Typology to Identify Vaccine Misinformation on Twitter.,American Journal of Public Health,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=146194634&site=ehost-live,"Objectives. To adapt and extend an existing typology of vaccine misinformation to classify the major topics of discussion across the total vaccine discourse on Twitter. Methods. Using 1.8 million vaccine-relevant tweets compiled from 2014 to 2017, we adapted an existing typology to Twitter data, first in a manual content analysis and then using latent Dirichlet allocation (LDA) topic modeling to extract 100 topics from the data set. Results. Manual annotation identified 22% of the data set as antivaccine, of which safety concerns and conspiracies were the most common themes. Seventeen percent of content was identified as provaccine, with roughly equal proportions of vaccine promotion, criticizing antivaccine beliefs, and vaccine safety and effectiveness. Of the 100 LDA topics, 48 contained provaccine sentiment and 28 contained antivaccine sentiment, with 9 containing both. Conclusions. Our updated typology successfully combines manual annotation with machine-learning methods to estimate the distribution of vaccine arguments, with greater detail on the most distinctive topics of discussion. With this information, communication efforts can be developed to better promote vaccines and avoid amplifying antivaccine rhetoric on Twitter. [ABSTRACT FROM AUTHOR]",Anti-vaccination movement; Twitter (Web resource); Public health; Disinformation; Vaccines,SocIndex,59,,,,,,,
75,journalArticle,2020.0,"Oren, Eyal; Martinez, Lourdes; Hensley, R. Eliza; Jain, Purva; Ahmed, Taufa; Purnajo, Intan; Nara, Atsushi; Tsou, Ming-Hsiang","Twitter Communication During an Outbreak of Hepatitis A in San Diego, 2016–2018.",American Journal of Public Health,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=146194625&site=ehost-live,"Objectives. To examine how and what information is communicated via social media during an infectious disease outbreak. Methods. In the context of the 2016 through 2018 hepatitis A outbreak in San Diego County, California, we used a grounded theory–based thematic analysis that employed qualitative and quantitative approaches to uncover themes in a sample of public tweets (n = 744) from Twitter, a primary platform used by key stakeholders to communicate to the public during the outbreak. Results. Tweets contained both general and hepatitis A–specific information related to the outbreak, restatements of policy and comments critical of government responses to the outbreak, information with the potential to shape risk perceptions, and expressions of concern regarding individuals experiencing homelessness and their role in spreading hepatitis A. We also identified misinformation and common channels of content driving themes that emerged in our sample. Conclusions. Public health professionals may identify real-time public risk perceptions and concerns via social media during an outbreak and target responses that fulfill the informational needs of those who seek direction and reassurance during times of uncertainty. [ABSTRACT FROM AUTHOR]",Social media; Twitter (Web resource); Public health; Disease outbreaks; Hepatitis A; Medical communication,SocIndex,6,,,,,,,
76,journalArticle,2020.0,"Walter, Dror; Ophir, Yotam; Jamieson, Kathleen Hall","Russian Twitter Accounts and the Partisan Polarization of Vaccine Discourse, 2015–2017.",American Journal of Public Health,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=142633736&site=ehost-live,"Objectives. To understand how Twitter accounts operated by the Russian Internet Research Agency (IRA) discussed vaccines to increase the credibility of their manufactured personas. Methods. We analyzed 2.82 million tweets published by 2689 IRA accounts between 2015 and 2017. Combining unsupervised machine learning and network analysis to identify ""thematic personas"" (i.e., accounts that consistently share the same topics), we analyzed the ways in which each discussed vaccines. Results. We found differences in volume and valence of vaccine-related tweets among 9 thematic personas. Pro-Trump personas were more likely to express antivaccine sentiment. Anti-Trump personas expressed support for vaccination. Others offered a balanced valence, talked about vaccines neutrally, or did not tweet about vaccines. Conclusions. IRA-operated accounts discussed vaccines in manners consistent with fabricated US identities. Public Health Implications. IRA accounts discussed vaccines online in ways that evoked political identities. This could exacerbate recently emerging partisan gaps relating to vaccine misinformation, as differently valenced messages were targeted at different segments of the US public. These sophisticated targeting efforts, if repeated and increased in reach, could reduce vaccination rates and magnify health disparities. [ABSTRACT FROM AUTHOR]",Russia; Twitter (Web resource); Vaccines; Attitude (Psychology); Internet fraud,SocIndex,87,,,,,,,
77,journalArticle,2018.0,"Broniatowski, David A.; Jamison, Amelia M.; Qi, SiHua; AlKulaib, Lulwah; Chen, Tao; Benton, Adrian; Quinn, Sandra C.; Dredze, Mark",Weaponized Health Communication: Twitter Bots and Russian Trolls Amplify the Vaccine Debate.,American Journal of Public Health,,https://ezproxy.lib.utexas.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sih&AN=131743272&site=ehost-live,"Objectives. To understand how Twitter bots and trolls (“bots”) promote online health content. Methods. We compared bots’ to average users’ rates of vaccine-relevant messages, which we collected online from July 2014 through September 2017. We estimated the likelihood that users were bots, comparing proportions of polarized and antivaccine tweets across user types. We conducted a content analysis of a Twitter hashtag associated with Russian troll activity. Results. Compared with average users, Russian trolls (χ2(1) = 102.0; P < .001), sophisticated bots (χ2(1) = 28.6; P< .001), and “content polluters” (χ2(1) = 7.0; P<.001) tweeted about vaccination at higher rates. Whereas content polluters posted more antivaccine content (χ2(1) = 11.18; P< .001), Russian trolls amplified both sides. Unidentifiable accounts were more polarized (χ2(1) = 12.1; P< .001) and antivaccine (χ2(1) = 35.9; P< .001). Analysis of the Russian troll hashtag showed that its messages were more political and divisive. Conclusions. Whereas bots that spread malware and unsolicited content disseminated antivaccine messages, Russian trolls promoted discord. Accounts masquerading as legitimate users create false equivalency, eroding public consensus on vaccination. Public Health Implications. Directly confronting vaccine skeptics enables bots to legitimize the vaccine debate. More research is needed to determine how best to combat bot-driven content. [ABSTRACT FROM AUTHOR]",Anti-vaccination movement; Chi-squared test; Health information services; Immunization; Medicine information services; Population geography; Practical politics; Probability theory; Robotics; Russia; Social media; World Wide Web,SocIndex,956,,,,,,,
